repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
MonaxGT__gomalshare,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
MonaxGT__gomalshare,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
MonaxGT__gomalshare,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
MonaxGT__parsefields,syft,7,7,7,7,17,17,yes,18,17,9/0/8/7/2/0/7/2/0,9/0/8/7/2/0/7/2/0,,,no,match
MonaxGT__parsefields,trivy,7,7,7,7,17,17,yes,18,17,9/0/8/7/2/0/7/2/0,9/0/8/7/2/0/7/2/0,,,no,match
MonaxGT__parsefields,cdxgen,7,7,7,7,17,17,yes,18,17,7/0/10/7/0/0/7/0/0,7/0/10/7/0/0/7/0/0,,,no,match
MonaxGT__parsefields,cyclonedx-gomod,7,7,7,7,17,17,yes,18,17,7/0/10/7/0/0/7/0/0,7/0/10/7/0/0/7/0/0,,,no,match
MordaTeam__go-config,syft,20,20,61,61,231,231,yes,232,231,101/0/130/20/81/0/61/40/0,101/0/130/20/81/0/61/40/0,,,no,match
MordaTeam__go-config,trivy,20,20,61,61,231,231,yes,232,231,69/0/162/20/49/0/61/8/0,69/0/162/20/49/0/61/8/0,,,no,match
MordaTeam__go-config,cdxgen,20,20,61,61,231,231,yes,232,231,20/0/211/20/0/0/20/0/41,20/0/211/20/0/0/20/0/41,,,no,match
MordaTeam__go-config,cyclonedx-gomod,20,20,61,61,231,231,yes,232,231,21/0/210/20/1/0/20/1/41,21/0/210/20/1/0/20/1/41,,,no,match
Mutasem-mk4__procscope,syft,50,50,50,50,101,101,yes,102,101,69/0/32/50/19/0/50/19/0,69/0/32/50/19/0/50/19/0,,,no,match
Mutasem-mk4__procscope,trivy,50,50,50,50,101,101,yes,102,101,51/0/50/50/1/0/50/1/0,51/0/50/50/1/0/50/1/0,,,no,match
Mutasem-mk4__procscope,cdxgen,50,50,50,50,101,101,yes,102,101,51/0/50/50/1/0/50/1/0,51/0/50/50/1/0/50/1/0,,,no,match
Mutasem-mk4__procscope,cyclonedx-gomod,50,50,50,50,101,101,yes,102,101,51/0/50/50/1/0/50/1/0,51/0/50/50/1/0/50/1/0,,,no,match
NdoleStudio__go-otelroundtripper,syft,7,7,16,16,23,23,yes,24,23,21/0/2/7/14/0/16/5/0,21/0/2/7/14/0/16/5/0,,,no,match
NdoleStudio__go-otelroundtripper,trivy,7,7,16,16,23,23,yes,24,23,16/0/7/7/9/0/16/0/0,16/0/7/7/9/0/16/0/0,,,no,match
NdoleStudio__go-otelroundtripper,cdxgen,7,7,16,16,23,23,yes,24,23,7/0/16/7/0/0/7/0/9,7/0/16/7/0/0/7/0/9,,,no,match
NdoleStudio__go-otelroundtripper,cyclonedx-gomod,7,7,16,16,23,23,yes,24,23,7/0/16/7/0/0/7/0/9,7/0/16/7/0/0/7/0/9,,,no,match
NicoNex__echotron,syft,1,1,1,1,17,17,yes,18,17,17/0/0/1/16/0/1/16/0,17/0/0/1/16/0/1/16/0,,,no,match
NicoNex__echotron,trivy,1,1,1,1,17,17,yes,18,17,13/0/4/1/12/0/1/12/0,13/0/4/1/12/0/1/12/0,,,no,match
NicoNex__echotron,cdxgen,1,1,1,1,17,17,yes,18,17,3/0/14/1/2/0/1/2/0,3/0/14/1/2/0/1/2/0,,,no,match
NicoNex__echotron,cyclonedx-gomod,1,1,1,1,17,17,yes,18,17,13/0/4/1/12/0/1/12/0,13/0/4/1/12/0/1/12/0,,,no,match
PaesslerAG__gval,syft,1,1,2,2,2,2,yes,3,2,2/0/0/1/1/0/2/0/0,2/0/0/1/1/0/2/0/0,,,no,match
PaesslerAG__gval,trivy,1,1,2,2,2,2,yes,3,2,2/0/0/1/1/0/2/0/0,2/0/0/1/1/0/2/0/0,,,no,match
PaesslerAG__gval,cdxgen,1,1,2,2,2,2,yes,3,2,1/0/1/1/0/0/1/0/1,1/0/1/1/0/0/1/0/1,,,no,match
PaesslerAG__gval,cyclonedx-gomod,1,1,2,2,2,2,yes,3,2,1/0/1/1/0/0/1/0/1,1/0/1/1/0/0/1/0/1,,,no,match
PerimeterX__envite,syft,34,34,37,37,74,74,yes,75,74,56/0/18/34/22/0/37/19/0,56/0/18/34/22/0/37/19/0,,,no,match
PerimeterX__envite,trivy,34,34,37,37,74,74,yes,75,74,39/0/35/34/5/0/37/2/0,39/0/35/34/5/0/37/2/0,,,no,match
PerimeterX__envite,cdxgen,34,34,37,37,74,74,yes,75,74,34/0/40/34/0/0/34/0/3,34/0/40/34/0/0/34/0/3,,,no,match
PerimeterX__envite,cyclonedx-gomod,34,34,37,37,74,74,yes,75,74,36/0/38/34/2/0/34/2/3,36/0/38/34/2/0/34/2/3,,,no,match
PerimeterX__marshmallow,syft,2,2,4,4,5,5,yes,6,5,4/0/1/2/2/0/4/0/0,4/0/1/2/2/0/4/0/0,,,no,match
PerimeterX__marshmallow,trivy,2,2,4,4,5,5,yes,6,5,4/0/1/2/2/0/4/0/0,4/0/1/2/2/0/4/0/0,,,no,match
PerimeterX__marshmallow,cdxgen,2,2,4,4,5,5,yes,6,5,2/0/3/2/0/0/2/0/2,2/0/3/2/0/0/2/0/2,,,no,match
PerimeterX__marshmallow,cyclonedx-gomod,2,2,4,4,5,5,yes,6,5,2/0/3/2/0/0/2/0/2,2/0/3/2/0/0/2/0/2,,,no,match
Pixboost__transformimgs,syft,3,3,3,3,3,3,yes,4,3,3/2/0/3/2/0/3/2/0,3/2/0/3/2/0/3/2/0,,,no,match
Pixboost__transformimgs,trivy,3,3,3,3,3,3,yes,4,3,3/2/0/3/2/0/3/2/0,3/2/0/3/2/0/3/2/0,,,no,match
Pixboost__transformimgs,cdxgen,3,3,3,3,3,3,yes,4,3,3/1/0/3/1/0/3/1/0,3/1/0/3/1/0/3/1/0,,,no,match
Pixboost__transformimgs,cyclonedx-gomod,3,3,3,3,3,3,yes,4,3,3/0/0/3/0/0/3/0/0,3/0/0/3/0/0/3/0/0,,,no,match
PuerkitoBio__goquery,syft,2,2,2,2,6,6,yes,7,6,2/0/4/2/0/0/2/0/0,2/0/4/2/0/0/2/0/0,,,no,match
PuerkitoBio__goquery,trivy,2,2,2,2,6,6,yes,7,6,2/0/4/2/0/0/2/0/0,2/0/4/2/0/0/2/0/0,,,no,match
PuerkitoBio__goquery,cdxgen,2,2,2,2,6,6,yes,7,6,2/0/4/2/0/0/2/0/0,2/0/4/2/0/0/2/0/0,,,no,match
PuerkitoBio__goquery,cyclonedx-gomod,2,2,2,2,6,6,yes,7,6,2/0/4/2/0/0/2/0/0,2/0/4/2/0/0/2/0/0,,,no,match
RichardKnop__go-fixtures,syft,1,1,6,6,10,10,yes,11,10,10/0/0/1/9/0/6/4/0,9/0/1/1/8/0/6/3/0,,10/0/0/1/9/0/6/4/0,no,cache_sensitive
RichardKnop__go-fixtures,trivy,1,1,6,6,10,10,yes,11,10,10/0/0/1/9/0/6/4/0,10/0/0/1/9/0/6/4/0,,10/0/0/1/9/0/6/4/0,no,match
RichardKnop__go-fixtures,cdxgen,1,1,6,6,10,10,yes,11,10,1/0/9/1/0/0/1/0/5,1/0/9/1/0/0/1/0/5,,1/0/9/1/0/0/1/0/5,no,match
RichardKnop__go-fixtures,cyclonedx-gomod,1,1,6,6,10,10,yes,11,10,1/0/9/1/0/0/1/0/5,1/0/9/1/0/0/1/0/5,,1/0/9/1/0/0/1/0/5,no,match
RichardKnop__machinery,syft,46,46,50,50,118,118,yes,119,118,67/20/51/46/41/0/50/37/0,67/20/51/46/41/0/50/37/0,,,no,match
RichardKnop__machinery,trivy,46,46,50,50,118,118,yes,119,118,57/19/61/46/30/0/50/26/0,57/19/61/46/30/0/50/26/0,,,no,match
RichardKnop__machinery,cdxgen,46,46,50,50,118,118,yes,119,118,47/18/71/46/19/0/46/19/4,47/18/71/46/19/0/46/19/4,,,no,match
RichardKnop__machinery,cyclonedx-gomod,46,46,50,50,118,118,yes,119,118,51/0/67/46/5/0/46/5/4,51/0/67/46/5/0/46/5/4,,,no,match
RichardKnop__minisql,syft,7,7,13,13,42,42,yes,43,42,23/0/19/7/16/0/13/10/0,23/0/19/7/16/0/13/10/0,,,no,match
RichardKnop__minisql,trivy,7,7,13,13,42,42,yes,43,42,21/0/21/7/14/0/13/8/0,21/0/21/7/14/0/13/8/0,,,no,match
RichardKnop__minisql,cdxgen,7,7,13,13,42,42,yes,43,42,7/0/35/7/0/0/7/0/6,7/0/35/7/0/0/7/0/6,,,no,match
RichardKnop__minisql,cyclonedx-gomod,7,7,13,13,42,42,yes,43,42,7/0/35/7/0/0/7/0/6,7/0/35/7/0/0/7/0/6,,,no,match
RoaringBitmap__roaring,syft,2,2,7,7,19,19,yes,20,19,14/0/5/2/12/0/7/7/0,14/0/5/2/12/0/7/7/0,,,no,match
RoaringBitmap__roaring,trivy,2,2,7,7,19,19,yes,20,19,12/0/7/2/10/0/7/5/0,12/0/7/2/10/0/7/5/0,,,no,match
RoaringBitmap__roaring,cdxgen,2,2,7,7,19,19,yes,20,19,2/0/17/2/0/0/2/0/5,2/0/17/2/0/0/2/0/5,,,no,match
RoaringBitmap__roaring,cyclonedx-gomod,2,2,7,7,19,19,yes,20,19,7/0/12/2/5/0/2/5/5,7/0/12/2/5/0/2/5/5,,,no,match
Sherifabdlnaby__gpool,syft,1,1,1,1,2,2,yes,3,2,2/0/0/1/1/0/1/1/0,2/0/0/1/1/0/1/1/0,,,no,match
Sherifabdlnaby__gpool,trivy,1,1,1,1,2,2,yes,3,2,2/0/0/1/1/0/1/1/0,2/0/0/1/1/0/1/1/0,,,no,match
Sherifabdlnaby__gpool,cdxgen,1,1,1,1,2,2,yes,3,2,2/0/0/1/1/0/1/1/0,2/0/0/1/1/0/1/1/0,,,no,match
Sherifabdlnaby__gpool,cyclonedx-gomod,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
Sirupsen__logrus,syft,5,5,5,5,7,7,yes,8,7,6/0/1/5/1/0/5/1/0,6/0/1/5/1/0/5/1/0,,,no,match
Sirupsen__logrus,trivy,5,5,5,5,7,7,yes,8,7,5/0/2/5/0/0/5/0/0,5/0/2/5/0/0/5/0/0,,,no,match
Sirupsen__logrus,cdxgen,5,5,5,5,7,7,yes,8,7,5/0/2/5/0/0/5/0/0,5/0/2/5/0/0/5/0/0,,,no,match
Sirupsen__logrus,cyclonedx-gomod,5,5,5,5,7,7,yes,8,7,2/0/5/2/0/3/2/0/3,2/0/5/2/0/3/2/0/3,,,no,match
Southclaws__fault,syft,9,9,16,16,53,53,yes,54,53,18/4/35/9/13/0/16/6/0,18/4/35/9/13/0/16/6/0,,,no,match
Southclaws__fault,trivy,9,9,16,16,53,53,yes,54,53,16/4/37/9/11/0/16/4/0,16/4/37/9/11/0/16/4/0,,,no,match
Southclaws__fault,cdxgen,9,9,16,16,53,53,yes,54,53,9/3/44/9/3/0/9/3/7,9/3/44/9/3/0/9/3/7,,,no,match
Southclaws__fault,cyclonedx-gomod,9,9,16,16,53,53,yes,54,53,9/0/44/9/0/0/9/0/7,9/0/44/9/0/0/9/0/7,,,no,match
SpectoLabs__hoverfly,syft,79,79,81,81,170,170,yes,171,170,95/0/75/79/16/0/81/14/0,95/0/75/79/16/0/81/14/0,,,no,match
SpectoLabs__hoverfly,trivy,79,79,81,81,170,170,yes,171,170,82/0/88/79/3/0/81/1/0,82/0/88/79/3/0/81/1/0,,,no,match
SpectoLabs__hoverfly,cdxgen,79,79,81,81,170,170,yes,171,170,82/0/88/79/3/0/81/1/0,82/0/88/79/3/0/81/1/0,,,no,match
SpectoLabs__hoverfly,cyclonedx-gomod,79,79,81,81,170,170,yes,171,170,80/0/90/79/1/0/79/1/2,80/0/90/79/1/0/79/1/2,,,no,match
TheCreeper__go-notify,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
TheCreeper__go-notify,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
TheCreeper__go-notify,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
TheCreeper__go-notify,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
ThomasObenaus__go-conf,syft,19,19,22,22,161,161,yes,162,161,29/0/132/19/10/0/22/7/0,29/0/132/19/10/0/22/7/0,,,no,match
ThomasObenaus__go-conf,trivy,19,19,22,22,161,161,yes,162,161,22/0/139/19/3/0/22/0/0,22/0/139/19/3/0/22/0/0,,,no,match
ThomasObenaus__go-conf,cdxgen,19,19,22,22,161,161,yes,162,161,19/0/142/19/0/0/19/0/3,19/0/142/19/0/0/19/0/3,,,no,match
ThomasObenaus__go-conf,cyclonedx-gomod,19,19,22,22,161,161,yes,162,161,19/0/142/19/0/0/19/0/3,19/0/142/19/0/0/19/0/3,,,no,match
TrueFurby__go-callvis,syft,9,9,9,9,20,20,yes,21,20,13/0/7/9/4/0/9/4/0,13/0/7/9/4/0/9/4/0,,,no,match
TrueFurby__go-callvis,trivy,9,9,9,9,20,20,yes,21,20,10/0/10/9/1/0/9/1/0,10/0/10/9/1/0/9/1/0,,,no,match
TrueFurby__go-callvis,cdxgen,9,9,9,9,20,20,yes,21,20,9/0/11/9/0/0/9/0/0,9/0/11/9/0/0/9/0/0,,,no,match
TrueFurby__go-callvis,cyclonedx-gomod,9,9,9,9,20,20,yes,21,20,10/0/10/9/1/0/9/1/0,10/0/10/9/1/0/9/1/0,,,no,match
Unrud__remote-touchpad,syft,2,2,2,2,8,8,yes,9,8,5/0/3/2/3/0/2/3/0,5/0/3/2/3/0/2/3/0,,,no,match
Unrud__remote-touchpad,trivy,2,2,2,2,8,8,yes,9,8,5/0/3/2/3/0/2/3/0,5/0/3/2/3/0/2/3/0,,,no,match
Unrud__remote-touchpad,cdxgen,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
Unrud__remote-touchpad,cyclonedx-gomod,2,2,2,2,8,8,yes,9,8,5/0/3/2/3/0/2/3/0,5/0/3/2/3/0/2/3/0,,,no,match
VerizonDigital__vflow,syft,38,38,38,38,156,156,yes,157,156,63/0/93/38/25/0/38/25/0,63/0/93/38/25/0/38/25/0,,,no,match
VerizonDigital__vflow,trivy,38,38,38,38,156,156,yes,157,156,42/0/114/38/4/0/38/4/0,42/0/114/38/4/0/38/4/0,,,no,match
VerizonDigital__vflow,cdxgen,38,38,38,38,156,156,yes,157,156,38/0/118/38/0/0/38/0/0,38/0/118/38/0/0/38/0/0,,,no,match
VerizonDigital__vflow,cyclonedx-gomod,38,38,38,38,156,156,yes,157,156,39/0/117/38/1/0/38/1/0,39/0/117/38/1/0/38/1/0,,,no,match
VictoriaMetrics__VictoriaMetrics,syft,170,170,170,170,565,565,yes,566,565,278/1/287/170/109/0/170/109/0,278/1/287/170/109/0/170/109/0,,,no,match
VictoriaMetrics__VictoriaMetrics,trivy,170,170,170,170,565,565,yes,566,565,171/1/394/170/2/0/170/2/0,171/1/394/170/2/0/170/2/0,,,no,match
VictoriaMetrics__VictoriaMetrics,cdxgen,170,170,170,170,565,565,yes,566,565,171/0/394/170/1/0/170/1/0,171/0/394/170/1/0/170/1/0,,,no,match
VictoriaMetrics__VictoriaMetrics,cyclonedx-gomod,170,170,170,170,565,565,yes,566,565,171/0/394/170/1/0/170/1/0,171/0/394/170/1/0/170/1/0,,,no,match
VividCortex__robustly,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
VividCortex__robustly,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
VividCortex__robustly,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
VividCortex__robustly,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Yiling-J__cacheme-go,syft,13,13,17,17,164,164,yes,165,164,28/0/136/13/15/0/17/11/0,28/0/136/13/15/0/17/11/0,,,no,match
Yiling-J__cacheme-go,trivy,13,13,17,17,164,164,yes,165,164,164/0/0/13/151/0/17/147/0,164/0/0/13/151/0/17/147/0,,,no,match
Yiling-J__cacheme-go,cdxgen,13,13,17,17,164,164,yes,165,164,13/0/151/13/0/0/13/0/4,13/0/151/13/0/0/13/0/4,,,no,match
Yiling-J__cacheme-go,cyclonedx-gomod,13,13,17,17,164,164,yes,165,164,14/0/150/13/1/0/13/1/4,14/0/150/13/1/0/13/1/4,,,no,match
Yiling-J__piper,syft,15,15,19,19,160,160,yes,161,160,23/0/137/15/8/0/19/4/0,23/0/137/15/8/0/19/4/0,,,no,match
Yiling-J__piper,trivy,15,15,19,19,160,160,yes,161,160,160/0/0/15/145/0/19/141/0,160/0/0/15/145/0/19/141/0,,,no,match
Yiling-J__piper,cdxgen,15,15,19,19,160,160,yes,161,160,15/0/145/15/0/0/15/0/4,15/0/145/15/0/0/15/0/4,,,no,match
Yiling-J__piper,cyclonedx-gomod,15,15,19,19,160,160,yes,161,160,15/0/145/15/0/0/15/0/4,15/0/145/15/0/0/15/0/4,,,no,match
Zaba505__gws,syft,2,2,2,2,33,33,yes,34,33,24/0/9/2/22/0/2/22/0,24/0/9/2/22/0/2/22/0,,,no,match
Zaba505__gws,trivy,2,2,2,2,33,33,yes,34,33,33/0/0/2/31/0/2/31/0,33/0/0/2/31/0/2/31/0,,,no,match
Zaba505__gws,cdxgen,2,2,2,2,33,33,yes,34,33,2/0/31/2/0/0/2/0/0,2/0/31/2/0/0/2/0/0,,,no,match
Zaba505__gws,cyclonedx-gomod,2,2,2,2,33,33,yes,34,33,2/0/31/2/0/0/2/0/0,2/0/31/2/0/0/2/0/0,,,no,match
Zxilly__go-size-analyzer,syft,57,57,61,61,121,121,yes,122,121,69/0/52/57/12/0/61/8/0,69/0/52/57/12/0/61/8/0,,,no,match
Zxilly__go-size-analyzer,trivy,57,57,61,61,121,121,yes,122,121,64/0/57/57/7/0/61/3/0,64/0/57/57/7/0/61/3/0,,,no,match
Zxilly__go-size-analyzer,cdxgen,57,57,61,61,121,121,yes,122,121,64/0/57/57/7/0/61/3/0,64/0/57/57/7/0/61/3/0,,,no,match
Zxilly__go-size-analyzer,cyclonedx-gomod,57,57,61,61,121,121,yes,122,121,55/0/66/54/1/3/54/1/7,55/0/66/54/1/3/54/1/7,,,no,match
a8m__rql,syft,5,5,6,6,17,17,yes,18,17,12/0/5/5/7/0/6/6/0,12/0/5/5/7/0/6/6/0,,,no,match
a8m__rql,trivy,5,5,6,6,17,17,yes,18,17,17/0/0/5/12/0/6/11/0,17/0/0/5/12/0/6/11/0,,,no,match
a8m__rql,cdxgen,5,5,6,6,17,17,yes,18,17,5/0/12/5/0/0/5/0/1,5/0/12/5/0/0/5/0/1,,,no,match
a8m__rql,cyclonedx-gomod,5,5,6,6,17,17,yes,18,17,5/0/12/5/0/0/5/0/1,5/0/12/5/0/0/5/0/1,,,no,match
abhimanyu003__sttr,syft,42,42,42,42,64,64,yes,65,64,54/0/10/42/12/0/42/12/0,54/0/10/42/12/0/42/12/0,,,no,match
abhimanyu003__sttr,trivy,42,42,42,42,64,64,yes,65,64,46/0/18/42/4/0/42/4/0,46/0/18/42/4/0/42/4/0,,,no,match
abhimanyu003__sttr,cdxgen,42,42,42,42,64,64,yes,65,64,42/0/22/42/0/0/42/0/0,42/0/22/42/0/0/42/0/0,,,no,match
abhimanyu003__sttr,cyclonedx-gomod,42,42,42,42,64,64,yes,65,64,45/0/19/42/3/0/42/3/0,45/0/19/42/3/0/42/3/0,,,no,match
abice__go-enum,syft,23,23,29,29,49,49,yes,50,49,39/0/10/23/16/0/29/10/0,39/0/10/23/16/0/29/10/0,,,no,match
abice__go-enum,trivy,23,23,29,29,49,49,yes,50,49,35/0/14/23/12/0/29/6/0,34/0/15/23/11/0/29/5/0,,34/0/15/23/11/0/29/5/0,no,differ
abice__go-enum,cdxgen,23,23,29,29,49,49,yes,50,49,23/0/26/23/0/0/23/0/6,23/0/26/23/0/0/23/0/6,,23/0/26/23/0/0/23/0/6,no,match
abice__go-enum,cyclonedx-gomod,23,23,29,29,49,49,yes,50,49,27/0/22/23/4/0/24/3/5,27/0/22/23/4/0/24/3/5,,27/0/22/23/4/0/24/3/5,no,match
achannarasappa__ticker,syft,37,37,48,48,366,366,yes,367,366,267/0/99/37/230/0/48/219/0,267/0/99/37/230/0/48/219/0,,,no,match
achannarasappa__ticker,trivy,37,37,48,48,366,366,yes,367,366,229/0/137/37/192/0/48/181/0,229/0/137/37/192/0/48/181/0,,,no,match
achannarasappa__ticker,cdxgen,37,37,48,48,366,366,yes,367,366,37/0/329/37/0/0/37/0/11,37/0/329/37/0/0/37/0/11,,,no,match
achannarasappa__ticker,cyclonedx-gomod,37,37,48,48,366,366,yes,367,366,222/0/144/37/185/0/42/180/6,222/0/144/37/185/0/42/180/6,,,no,match
aclindsa__ofxgo,syft,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
aclindsa__ofxgo,trivy,4,4,4,4,11,11,yes,12,11,11/0/0/4/7/0/4/7/0,11/0/0/4/7/0/4/7/0,,,no,match
aclindsa__ofxgo,cdxgen,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
aclindsa__ofxgo,cyclonedx-gomod,4,4,4,4,11,11,yes,12,11,4/0/7/4/0/0/4/0/0,4/0/7/4/0/0/4/0/0,,,no,match
adelowo__gulter,syft,36,36,42,42,62,62,yes,63,62,51/0/11/36/15/0/42/9/0,51/0/11/36/15/0/42/9/0,,,no,match
adelowo__gulter,trivy,36,36,42,42,62,62,yes,63,62,43/0/19/36/7/0/42/1/0,43/0/19/36/7/0/42/1/0,,,no,match
adelowo__gulter,cdxgen,36,36,42,42,62,62,yes,63,62,36/0/26/36/0/0/36/0/6,36/0/26/36/0/0/36/0/6,,,no,match
adelowo__gulter,cyclonedx-gomod,36,36,42,42,62,62,yes,63,62,37/0/25/36/1/0/36/1/6,37/0/25/36/1/0/36/1/6,,,no,match
adelowo__onecache,syft,2,2,2,2,21,21,yes,22,21,16/0/5/2/14/0/2/14/0,16/0/5/2/14/0/2/14/0,,,no,match
adelowo__onecache,trivy,2,2,2,2,21,21,yes,22,21,21/0/0/2/19/0/2/19/0,21/0/0/2/19/0/2/19/0,,,no,match
adelowo__onecache,cdxgen,2,2,2,2,21,21,yes,22,21,2/0/19/2/0/0/2/0/0,2/0/19/2/0/0/2/0/0,,,no,match
adelowo__onecache,cyclonedx-gomod,2,2,2,2,21,21,yes,22,21,2/0/19/2/0/0/2/0/0,2/0/19/2/0/0/2/0/0,,,no,match
agilira__orpheus,syft,5,5,5,5,5,5,yes,6,5,5/19/0/5/19/0/5/19/0,5/19/0/5/19/0/5/19/0,,,no,match
agilira__orpheus,trivy,5,5,5,5,5,5,yes,6,5,5/20/0/5/20/0/5/20/0,5/20/0/5/20/0/5/20/0,,,no,match
agilira__orpheus,cdxgen,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
agilira__orpheus,cyclonedx-gomod,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
ahmedakef__gotutor,syft,14,14,14,14,43,43,yes,44,43,28/18/15/14/32/0/14/32/0,28/18/15/14/32/0/14/32/0,,,no,match
ahmedakef__gotutor,trivy,14,14,14,14,43,43,yes,44,43,22/10/21/14/18/0/14/18/0,22/10/21/14/18/0/14/18/0,,,no,match
ahmedakef__gotutor,cdxgen,14,14,14,14,43,43,yes,44,43,17/8/26/14/11/0/14/11/0,17/8/26/14/11/0/14/11/0,,,no,match
ahmedakef__gotutor,cyclonedx-gomod,14,14,14,14,43,43,yes,44,43,15/0/28/14/1/0/14/1/0,15/0/28/14/1/0/14/1/0,,,no,match
airbusgeo__godal,syft,51,51,55,55,318,318,yes,319,318,72/0/246/51/21/0/55/17/0,72/0/246/51/21/0/55/17/0,,,no,match
airbusgeo__godal,trivy,51,51,55,55,318,318,yes,319,318,57/0/261/51/6/0/55/2/0,57/0/261/51/6/0/55/2/0,,,no,match
airbusgeo__godal,cdxgen,51,51,55,55,318,318,yes,319,318,51/0/267/51/0/0/51/0/4,51/0/267/51/0/0/51/0/4,,,no,match
airbusgeo__godal,cyclonedx-gomod,51,51,55,55,318,318,yes,319,318,50/0/268/48/2/3/48/2/7,50/0/268/48/2/3/48/2/7,,,no,match
ajvb__kala,syft,41,41,50,50,234,234,yes,235,234,76/0/158/41/35/0/50/26/0,76/0/158/41/35/0/50/26/0,,,no,match
ajvb__kala,trivy,41,41,50,50,234,234,yes,235,234,234/0/0/41/193/0/50/184/0,234/0/0/41/193/0/50/184/0,,,no,match
ajvb__kala,cdxgen,41,41,50,50,234,234,yes,235,234,41/0/193/41/0/0/41/0/9,41/0/193/41/0/0/41/0/9,,,no,match
ajvb__kala,cyclonedx-gomod,41,41,50,50,234,234,yes,235,234,44/0/190/41/3/0/41/3/9,44/0/190/41/3/0/41/3/9,,,no,match
alajmo__mani,syft,25,25,28,28,52,52,yes,53,52,37/0/15/25/12/0/28/9/0,37/0/15/25/12/0/28/9/0,,,no,match
alajmo__mani,trivy,25,25,28,28,52,52,yes,53,52,30/0/22/25/5/0/28/2/0,30/0/22/25/5/0/28/2/0,,,no,match
alajmo__mani,cdxgen,25,25,28,28,52,52,yes,53,52,25/0/27/25/0/0/25/0/3,25/0/27/25/0/0/25/0/3,,,no,match
alajmo__mani,cyclonedx-gomod,25,25,28,28,52,52,yes,53,52,26/0/26/25/1/0/25/1/3,26/0/26/25/1/0/25/1/3,,,no,match
alajmo__sake,syft,19,19,21,21,44,44,yes,45,44,32/0/12/19/13/0/21/11/0,32/0/12/19/13/0/21/11/0,,,no,match
alajmo__sake,trivy,19,19,21,21,44,44,yes,45,44,28/0/16/19/9/0/21/7/0,28/0/16/19/9/0/21/7/0,,,no,match
alajmo__sake,cdxgen,19,19,21,21,44,44,yes,45,44,19/0/25/19/0/0/19/0/2,19/0/25/19/0/0/19/0/2,,,no,match
alajmo__sake,cyclonedx-gomod,19,19,21,21,44,44,yes,45,44,20/0/24/19/1/0/19/1/2,20/0/24/19/1/0/19/1/2,,,no,match
alecthomas__kingpin,syft,2,2,6,6,8,8,yes,9,8,7/2/1/2/7/0/6/3/0,7/2/1/2/7/0/6/3/0,,,no,match
alecthomas__kingpin,trivy,2,2,6,6,8,8,yes,9,8,6/2/2/2/6/0/6/2/0,6/2/2/2/6/0/6/2/0,,,no,match
alecthomas__kingpin,cdxgen,2,2,6,6,8,8,yes,9,8,2/0/6/2/0/0/2/0/4,2/0/6/2/0/0/2/0/4,,,no,match
