repo,all,imported,tool,predicted,tp_all,fp_all,fn_all,f1_all_name,f1_all_ver,tp_imp,fp_imp,fn_imp,f1_imp_name,f1_imp_ver
marrow16__valix,16,4,cyclonedx-gomod,4,4,0,12,40.0,40.0,4,0,0,100.0,100.0
maruel__panicparse,5,4,syft,5,5,0,0,100.0,100.0,4,1,0,88.9,88.9
maruel__panicparse,5,4,trivy,5,5,0,0,100.0,100.0,4,1,0,88.9,88.9
maruel__panicparse,5,4,cdxgen,4,4,0,1,88.9,88.9,4,0,0,100.0,100.0
maruel__panicparse,5,4,cyclonedx-gomod,4,4,0,1,88.9,88.9,4,0,0,100.0,100.0
marwanhawari__stew,55,25,syft,38,38,0,17,81.7,77.4,25,13,0,79.4,73.0
marwanhawari__stew,55,25,trivy,27,27,0,28,65.9,61.0,25,2,0,96.2,88.5
marwanhawari__stew,55,25,cdxgen,27,27,0,28,65.9,61.0,25,2,0,96.2,88.5
marwanhawari__stew,55,25,cyclonedx-gomod,25,25,0,30,62.5,62.5,25,0,0,100.0,100.0
masterzen__winrm,39,19,syft,29,29,0,10,85.3,82.4,19,10,0,79.2,75.0
masterzen__winrm,39,19,trivy,23,23,0,16,74.2,71.0,19,4,0,90.5,85.7
masterzen__winrm,39,19,cdxgen,19,19,0,20,65.5,62.1,19,0,0,100.0,94.7
masterzen__winrm,39,19,cyclonedx-gomod,19,19,0,20,65.5,65.5,19,0,0,100.0,100.0
masterzen__winrm-cli,14,10,syft,13,13,0,1,96.3,88.9,10,3,0,87.0,78.3
masterzen__winrm-cli,14,10,trivy,14,14,0,0,100.0,92.9,10,4,0,83.3,75.0
masterzen__winrm-cli,14,10,cdxgen,10,10,0,4,83.3,75.0,10,0,0,100.0,90.0
masterzen__winrm-cli,14,10,cyclonedx-gomod,10,10,0,4,83.3,83.3,10,0,0,100.0,100.0
matcornic__hermes,43,24,syft,31,31,0,12,83.8,81.1,24,7,0,87.3,80.0
matcornic__hermes,43,24,trivy,30,30,0,13,82.2,79.5,24,6,0,88.9,81.5
matcornic__hermes,43,24,cdxgen,24,24,0,19,71.6,65.7,24,0,0,100.0,95.8
matcornic__hermes,43,24,cyclonedx-gomod,25,25,0,18,73.5,73.5,24,1,0,98.0,93.9
matm__go-nowpayments,7,6,syft,7,7,0,0,100.0,100.0,6,1,0,92.3,92.3
matm__go-nowpayments,7,6,trivy,6,6,0,1,92.3,92.3,6,0,0,100.0,100.0
matm__go-nowpayments,7,6,cdxgen,6,6,0,1,92.3,92.3,6,0,0,100.0,100.0
matm__go-nowpayments,7,6,cyclonedx-gomod,5,5,0,2,83.3,83.3,5,0,1,90.9,90.9
matryer__gopherize.me,100,20,syft,23,23,0,77,37.4,37.4,20,3,0,93.0,93.0
matryer__gopherize.me,100,20,trivy,100,100,0,0,100.0,99.0,20,80,0,33.3,33.3
matryer__gopherize.me,100,20,cdxgen,20,20,0,80,33.3,33.3,20,0,0,100.0,100.0
matryer__gopherize.me,100,20,cyclonedx-gomod,25,25,0,75,40.0,40.0,20,5,0,88.9,88.9
matryer__moq,9,3,syft,11,5,6,4,50.0,50.0,3,8,0,42.9,42.9
matryer__moq,9,3,trivy,11,4,7,5,40.0,40.0,3,8,0,42.9,42.9
matryer__moq,9,3,cdxgen,5,3,2,6,42.9,42.9,3,2,0,75.0,75.0
matryer__moq,9,3,cyclonedx-gomod,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
mattn__go-adodb,5,2,syft,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
mattn__go-adodb,5,2,trivy,5,5,0,0,100.0,100.0,2,3,0,57.1,57.1
mattn__go-adodb,5,2,cdxgen,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
mattn__go-adodb,5,2,cyclonedx-gomod,2,2,0,3,57.1,57.1,2,0,0,100.0,100.0
mattn__go-colorable,2,2,syft,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
mattn__go-colorable,2,2,trivy,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
mattn__go-colorable,2,2,cdxgen,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
mattn__go-colorable,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
mattn__go-isatty,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-isatty,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-isatty,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-isatty,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-runewidth,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-runewidth,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-runewidth,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__go-runewidth,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mattn__goveralls,10,2,syft,4,4,0,6,57.1,57.1,2,2,0,66.7,66.7
mattn__goveralls,10,2,trivy,10,10,0,0,100.0,100.0,2,8,0,33.3,33.3
mattn__goveralls,10,2,cdxgen,2,2,0,8,33.3,33.3,2,0,0,100.0,100.0
mattn__goveralls,10,2,cyclonedx-gomod,2,2,0,8,33.3,33.3,2,0,0,100.0,100.0
matzefriedrich__parsley,16,8,syft,14,14,0,2,93.3,93.3,8,6,0,72.7,72.7
matzefriedrich__parsley,16,8,trivy,13,13,0,3,89.7,89.7,8,5,0,76.2,76.2
matzefriedrich__parsley,16,8,cdxgen,8,8,0,8,66.7,66.7,8,0,0,100.0,100.0
matzefriedrich__parsley,16,8,cyclonedx-gomod,9,9,0,7,72.0,72.0,8,1,0,94.1,94.1
maxbolgarin__abstract,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
maxbolgarin__abstract,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
maxbolgarin__abstract,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
maxbolgarin__abstract,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
maxbrunsfeld__counterfeiter,20,4,syft,16,13,3,7,72.2,72.2,4,12,0,40.0,40.0
maxbrunsfeld__counterfeiter,20,4,trivy,13,10,3,10,60.6,60.6,4,9,0,47.1,47.1
maxbrunsfeld__counterfeiter,20,4,cdxgen,4,4,0,16,33.3,33.3,4,0,0,100.0,100.0
maxbrunsfeld__counterfeiter,20,4,cyclonedx-gomod,4,4,0,16,33.3,33.3,4,0,0,100.0,100.0
maxclaus__gaper,20,9,syft,16,16,0,4,88.9,88.9,9,7,0,72.0,72.0
maxclaus__gaper,20,9,trivy,20,20,0,0,100.0,100.0,9,11,0,62.1,62.1
maxclaus__gaper,20,9,cdxgen,9,9,0,11,62.1,62.1,9,0,0,100.0,100.0
maxclaus__gaper,20,9,cyclonedx-gomod,10,10,0,10,66.7,66.7,9,1,0,94.7,94.7
mdempsky__unconvert,9,4,syft,5,5,0,4,71.4,71.4,4,1,0,88.9,88.9
mdempsky__unconvert,9,4,trivy,4,4,0,5,61.5,61.5,4,0,0,100.0,100.0
mdempsky__unconvert,9,4,cdxgen,4,4,0,5,61.5,61.5,4,0,0,100.0,100.0
mdempsky__unconvert,9,4,cyclonedx-gomod,4,4,0,5,61.5,61.5,4,0,0,100.0,100.0
mdlayher__arp,12,7,syft,8,8,0,4,80.0,80.0,7,1,0,93.3,93.3
mdlayher__arp,12,7,trivy,7,7,0,5,73.7,73.7,7,0,0,100.0,100.0
mdlayher__arp,12,7,cdxgen,7,7,0,5,73.7,73.7,7,0,0,100.0,100.0
mdlayher__arp,12,7,cyclonedx-gomod,7,7,0,5,73.7,73.7,7,0,0,100.0,100.0
mdlayher__dhcp6,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mdlayher__dhcp6,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mdlayher__dhcp6,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mdlayher__dhcp6,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mdlayher__ethernet,10,6,syft,8,8,0,2,88.9,88.9,6,2,0,85.7,85.7
mdlayher__ethernet,10,6,trivy,10,10,0,0,100.0,100.0,6,4,0,75.0,75.0
mdlayher__ethernet,10,6,cdxgen,6,6,0,4,75.0,75.0,6,0,0,100.0,100.0
mdlayher__ethernet,10,6,cyclonedx-gomod,6,6,0,4,75.0,75.0,6,0,0,100.0,100.0
megaease__easegress,769,320,syft,429,428,1,341,71.5,70.1,320,109,0,85.4,84.1
megaease__easegress,769,320,trivy,373,372,1,397,65.1,64.1,320,53,0,92.4,90.9
megaease__easegress,769,320,cdxgen,320,320,0,449,58.8,57.9,320,0,0,100.0,98.4
megaease__easegress,769,320,cyclonedx-gomod,328,328,0,441,59.8,59.8,317,11,3,97.8,97.8
megaease__easeprobe,158,94,syft,121,121,0,37,86.7,84.6,94,27,0,87.4,84.7
megaease__easeprobe,158,94,trivy,101,101,0,57,78.0,75.7,94,7,0,96.4,93.3
megaease__easeprobe,158,94,cdxgen,94,94,0,64,74.6,72.2,94,0,0,100.0,96.8
megaease__easeprobe,158,94,cyclonedx-gomod,98,98,0,60,76.6,76.6,94,4,0,97.9,97.9
mehanizm__airtable,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mehanizm__airtable,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mehanizm__airtable,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mehanizm__airtable,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mehdihadeli__Go-MediatR,13,1,syft,42,9,33,4,32.7,29.1,1,41,0,4.7,4.7
mehdihadeli__Go-MediatR,13,1,trivy,40,8,32,5,30.2,26.4,1,39,0,4.9,4.9
mehdihadeli__Go-MediatR,13,1,cdxgen,30,2,28,11,9.3,9.3,1,29,0,6.5,6.5
mehdihadeli__Go-MediatR,13,1,cyclonedx-gomod,1,1,0,12,14.3,14.3,1,0,0,100.0,100.0
mehdipourfar__webp-server,15,7,syft,9,9,0,6,75.0,75.0,7,2,0,87.5,87.5
mehdipourfar__webp-server,15,7,trivy,15,15,0,0,100.0,100.0,7,8,0,63.6,63.6
mehdipourfar__webp-server,15,7,cdxgen,7,7,0,8,63.6,63.6,7,0,0,100.0,100.0
mehdipourfar__webp-server,15,7,cyclonedx-gomod,7,7,0,8,63.6,63.6,7,0,0,100.0,100.0
mehrdadrad__mylg,26,20,syft,30,21,9,5,75.0,67.9,20,10,0,80.0,72.0
mehrdadrad__mylg,26,20,trivy,36,26,10,0,83.9,77.4,20,16,0,71.4,64.3
mehrdadrad__mylg,26,20,cdxgen,20,20,0,6,87.0,78.3,20,0,0,100.0,90.0
mehrdadrad__mylg,26,20,cyclonedx-gomod,20,20,0,6,87.0,87.0,20,0,0,100.0,100.0
mehrdadrad__tcpdog,92,42,syft,58,55,3,37,73.3,69.3,42,16,0,84.0,82.0
mehrdadrad__tcpdog,92,42,trivy,99,92,7,0,96.3,91.1,42,57,0,59.6,58.2
mehrdadrad__tcpdog,92,42,cdxgen,42,41,1,51,61.2,59.7,42,0,0,100.0,97.6
mehrdadrad__tcpdog,92,42,cyclonedx-gomod,42,40,2,52,59.7,59.7,41,1,1,97.6,97.6
meloalright__guora,229,38,syft,98,98,0,131,59.9,58.1,38,60,0,55.9,54.4
meloalright__guora,229,38,trivy,231,229,2,0,99.6,97.4,38,193,0,28.3,27.5
meloalright__guora,229,38,cdxgen,38,38,0,191,28.5,27.7,38,0,0,100.0,97.4
meloalright__guora,229,38,cyclonedx-gomod,0,0,0,229,0.0,0.0,0,0,38,0.0,0.0
melvinodsa__go-iam,97,60,syft,71,71,0,26,84.5,84.5,60,11,0,91.6,91.6
melvinodsa__go-iam,97,60,trivy,60,60,0,37,76.4,76.4,60,0,0,100.0,100.0
melvinodsa__go-iam,97,60,cdxgen,60,60,0,37,76.4,76.4,60,0,0,100.0,100.0
melvinodsa__go-iam,97,60,cyclonedx-gomod,60,60,0,37,76.4,76.4,60,0,0,100.0,100.0
mennanov__limiters,188,55,syft,116,116,0,72,76.3,75.0,55,61,0,64.3,64.3
mennanov__limiters,188,55,trivy,71,71,0,117,54.8,54.1,55,16,0,87.3,87.3
mennanov__limiters,188,55,cdxgen,55,55,0,133,45.3,45.3,55,0,0,100.0,100.0
mennanov__limiters,188,55,cyclonedx-gomod,57,57,0,131,46.5,46.5,55,2,0,98.2,98.2
mewkiz__flac,9,3,syft,4,4,0,5,61.5,61.5,3,1,0,85.7,85.7
mewkiz__flac,9,3,trivy,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
mewkiz__flac,9,3,cdxgen,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
mewkiz__flac,9,3,cyclonedx-gomod,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
mfridman__tparse,24,14,syft,22,22,0,2,95.7,95.7,14,8,0,77.8,77.8
mfridman__tparse,24,14,trivy,18,18,0,6,85.7,85.7,14,4,0,87.5,87.5
mfridman__tparse,24,14,cdxgen,14,14,0,10,73.7,73.7,14,0,0,100.0,100.0
mfridman__tparse,24,14,cyclonedx-gomod,14,14,0,10,73.7,73.7,14,0,0,100.0,100.0
mgechev__revive,18,14,syft,245,17,228,1,12.9,9.9,14,231,0,10.8,7.7
mgechev__revive,18,14,trivy,220,16,204,2,13.4,9.2,14,206,0,12.0,8.5
mgechev__revive,18,14,cdxgen,217,16,201,2,13.6,12.8,14,203,0,12.1,12.1
mgechev__revive,18,14,cyclonedx-gomod,14,14,0,4,87.5,87.5,14,0,0,100.0,100.0
mgtv-tech__jetcache-go,61,19,syft,40,40,0,21,79.2,79.2,19,21,0,64.4,64.4
mgtv-tech__jetcache-go,61,19,trivy,33,33,0,28,70.2,70.2,19,14,0,73.1,73.1
mgtv-tech__jetcache-go,61,19,cdxgen,19,19,0,42,47.5,47.5,19,0,0,100.0,100.0
mgtv-tech__jetcache-go,61,19,cyclonedx-gomod,19,19,0,42,47.5,47.5,19,0,0,100.0,100.0
mholt__archives,81,19,syft,26,26,0,55,48.6,48.6,19,7,0,84.4,84.4
mholt__archives,81,19,trivy,19,19,0,62,38.0,38.0,19,0,0,100.0,100.0
mholt__archives,81,19,cdxgen,19,19,0,62,38.0,38.0,19,0,0,100.0,100.0
mholt__archives,81,19,cyclonedx-gomod,19,19,0,62,38.0,38.0,19,0,0,100.0,100.0
micro__go-micro,253,85,syft,129,128,1,125,67.0,64.4,85,44,0,79.4,77.6
micro__go-micro,253,85,trivy,107,106,1,147,58.9,57.8,85,22,0,88.5,86.5
micro__go-micro,253,85,cdxgen,85,85,0,168,50.3,49.1,85,0,0,100.0,97.6
micro__go-micro,253,85,cyclonedx-gomod,88,88,0,165,51.6,51.6,85,3,0,98.3,98.3
microcosm-cc__bluemonday,7,3,syft,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
microcosm-cc__bluemonday,7,3,trivy,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
microcosm-cc__bluemonday,7,3,cdxgen,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
microcosm-cc__bluemonday,7,3,cyclonedx-gomod,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
miekg__dns,11,2,syft,5,5,0,6,62.5,62.5,2,3,0,57.1,57.1
miekg__dns,11,2,trivy,5,5,0,6,62.5,62.5,2,3,0,57.1,57.1
miekg__dns,11,2,cdxgen,2,2,0,9,30.8,30.8,2,0,0,100.0,100.0
miekg__dns,11,2,cyclonedx-gomod,5,5,0,6,62.5,62.5,2,3,0,57.1,57.1
miguelmota__golang-for-nodejs-developers,64,9,syft,20,14,6,50,33.3,21.4,9,11,0,62.1,41.4
miguelmota__golang-for-nodejs-developers,64,9,trivy,196,64,132,0,49.2,36.2,9,187,0,8.8,5.9
miguelmota__golang-for-nodejs-developers,64,9,cdxgen,6,5,1,59,14.3,14.3,4,2,5,53.3,53.3
miguelmota__golang-for-nodejs-developers,64,9,cyclonedx-gomod,9,9,0,55,24.7,19.2,9,0,0,100.0,77.8
mikekonan__go-types,12,4,syft,9,9,0,3,85.7,85.7,4,5,0,61.5,61.5
mikekonan__go-types,12,4,trivy,5,5,0,7,58.8,58.8,4,1,0,88.9,88.9
mikekonan__go-types,12,4,cdxgen,4,4,0,8,50.0,50.0,4,0,0,100.0,100.0
mikekonan__go-types,12,4,cyclonedx-gomod,4,4,0,8,50.0,50.0,4,0,0,100.0,100.0
mikestefanello__backlite,16,2,syft,5,5,0,11,47.6,47.6,2,3,0,57.1,57.1
mikestefanello__backlite,16,2,trivy,5,5,0,11,47.6,47.6,2,3,0,57.1,57.1
mikestefanello__backlite,16,2,cdxgen,2,2,0,14,22.2,22.2,2,0,0,100.0,100.0
mikestefanello__backlite,16,2,cyclonedx-gomod,2,2,0,14,22.2,22.2,2,0,0,100.0,100.0
mikestefanello__pagoda,97,55,syft,67,67,0,30,81.7,81.7,55,12,0,90.2,90.2
mikestefanello__pagoda,97,55,trivy,59,59,0,38,75.6,75.6,55,4,0,96.5,96.5
mikestefanello__pagoda,97,55,cdxgen,55,55,0,42,72.4,72.4,55,0,0,100.0,100.0
mikestefanello__pagoda,97,55,cyclonedx-gomod,55,55,0,42,72.4,72.4,55,0,0,100.0,100.0
miku__zek,9,3,syft,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
miku__zek,9,3,trivy,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
miku__zek,9,3,cdxgen,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
miku__zek,9,3,cyclonedx-gomod,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
milad-abbasi__gonfig,8,3,syft,7,7,0,1,93.3,93.3,3,4,0,60.0,60.0
milad-abbasi__gonfig,8,3,trivy,9,8,1,0,94.1,82.4,3,6,0,50.0,50.0
milad-abbasi__gonfig,8,3,cdxgen,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
milad-abbasi__gonfig,8,3,cyclonedx-gomod,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
miladibra10__vjson,13,7,syft,12,12,0,1,96.0,96.0,7,5,0,73.7,73.7
miladibra10__vjson,13,7,trivy,11,11,0,2,91.7,91.7,7,4,0,77.8,77.8
miladibra10__vjson,13,7,cdxgen,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
miladibra10__vjson,13,7,cyclonedx-gomod,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
milosgajdos__go-estimate,52,13,syft,23,23,0,29,61.3,61.3,13,10,0,72.2,72.2
milosgajdos__go-estimate,52,13,trivy,18,18,0,34,51.4,51.4,13,5,0,83.9,83.9
milosgajdos__go-estimate,52,13,cdxgen,13,13,0,39,40.0,40.0,13,0,0,100.0,100.0
milosgajdos__go-estimate,52,13,cyclonedx-gomod,14,14,0,38,42.4,42.4,13,1,0,96.3,96.3
milvus-io__milvus,804,273,syft,358,349,9,455,60.1,52.0,269,89,4,85.3,72.9
milvus-io__milvus,804,273,trivy,307,297,10,507,53.5,50.6,269,38,4,92.8,88.6
milvus-io__milvus,804,273,cdxgen,0,0,0,804,0.0,0.0,0,0,273,0.0,0.0
milvus-io__milvus,804,273,cyclonedx-gomod,287,282,5,522,51.7,51.3,267,20,6,95.4,94.6
minio__mc,541,101,syft,320,320,0,221,74.3,74.3,101,219,0,48.0,48.0
minio__mc,541,101,trivy,288,288,0,253,69.5,69.5,101,187,0,51.9,51.9
minio__mc,541,101,cdxgen,101,101,0,440,31.5,31.5,101,0,0,100.0,100.0
minio__mc,541,101,cyclonedx-gomod,284,284,0,257,68.8,68.8,101,183,0,52.5,52.5
minio__minio,599,241,syft,296,291,5,308,65.0,61.9,241,55,0,89.8,84.9
minio__minio,599,241,trivy,265,260,5,339,60.2,56.9,241,24,0,95.3,90.1
minio__minio,599,241,cdxgen,241,241,0,358,57.4,57.4,241,0,0,100.0,100.0
minio__minio,599,241,cyclonedx-gomod,253,253,0,346,59.4,59.4,241,12,0,97.6,97.6
minio__minio-go,405,18,syft,252,250,2,155,76.1,76.1,18,234,0,13.3,13.3
minio__minio-go,405,18,trivy,229,225,4,180,71.0,71.0,18,211,0,14.6,14.6
minio__minio-go,405,18,cdxgen,22,20,2,385,9.4,9.4,18,4,0,90.0,90.0
minio__minio-go,405,18,cyclonedx-gomod,225,225,0,180,71.4,71.4,18,207,0,14.8,14.8
miniscruff__changie,63,43,syft,54,54,0,9,92.3,92.3,43,11,0,88.7,88.7
miniscruff__changie,63,43,trivy,46,46,0,17,84.4,84.4,43,3,0,96.6,96.6
miniscruff__changie,63,43,cdxgen,43,43,0,20,81.1,81.1,43,0,0,100.0,100.0
miniscruff__changie,63,43,cyclonedx-gomod,45,45,0,18,83.3,83.3,43,2,0,97.7,97.7
mitchellh__packer,859,376,syft,477,474,3,385,71.0,64.4,375,102,1,87.9,79.7
mitchellh__packer,859,376,trivy,396,394,2,465,62.8,57.2,375,21,1,97.2,88.3
mitchellh__packer,859,376,cdxgen,376,376,0,483,60.9,60.2,376,0,0,100.0,99.2
mitchellh__packer,859,376,cyclonedx-gomod,390,389,1,470,62.3,62.3,372,18,4,97.1,97.1
mjl-__mox,67,23,syft,33,33,0,34,66.0,66.0,23,10,0,82.1,82.1
mjl-__mox,67,23,trivy,28,28,0,39,58.9,58.9,23,5,0,90.2,90.2
mjl-__mox,67,23,cdxgen,28,28,0,39,58.9,58.9,23,5,0,90.2,90.2
mjl-__mox,67,23,cyclonedx-gomod,28,28,0,39,58.9,58.9,23,5,0,90.2,90.2
mk-5__fjira,37,16,syft,24,24,0,13,78.7,78.7,16,8,0,80.0,80.0
mk-5__fjira,37,16,trivy,23,23,0,14,76.7,76.7,16,7,0,82.1,82.1
mk-5__fjira,37,16,cdxgen,16,16,0,21,60.4,60.4,16,0,0,100.0,100.0
mk-5__fjira,37,16,cyclonedx-gomod,17,17,0,20,63.0,63.0,16,1,0,97.0,97.0
mkchoi212__fac,13,7,syft,12,12,0,1,96.0,96.0,7,5,0,73.7,73.7
mkchoi212__fac,13,7,trivy,8,8,0,5,76.2,76.2,7,1,0,93.3,93.3
mkchoi212__fac,13,7,cdxgen,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
mkchoi212__fac,13,7,cyclonedx-gomod,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
mkideal__cli,23,8,syft,13,13,0,10,72.2,72.2,8,5,0,76.2,76.2
mkideal__cli,23,8,trivy,23,23,0,0,100.0,100.0,8,15,0,51.6,51.6
mkideal__cli,23,8,cdxgen,8,8,0,15,51.6,51.6,8,0,0,100.0,100.0
mkideal__cli,23,8,cyclonedx-gomod,8,8,0,15,51.6,51.6,8,0,0,100.0,100.0
mmadfox__go-geojson2h3,10,8,syft,10,10,0,0,100.0,100.0,8,2,0,88.9,88.9
mmadfox__go-geojson2h3,10,8,trivy,8,8,0,2,88.9,88.9,8,0,0,100.0,100.0
mmadfox__go-geojson2h3,10,8,cdxgen,8,8,0,2,88.9,88.9,8,0,0,100.0,100.0
mmadfox__go-geojson2h3,10,8,cyclonedx-gomod,8,8,0,2,88.9,88.9,8,0,0,100.0,100.0
mmadfox__go-h3geo-dist,7,1,syft,5,5,0,2,83.3,83.3,1,4,0,33.3,33.3
mmadfox__go-h3geo-dist,7,1,trivy,7,7,0,0,100.0,100.0,1,6,0,25.0,25.0
mmadfox__go-h3geo-dist,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
mmadfox__go-h3geo-dist,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
mmalcek__bafi,31,10,syft,17,17,0,14,70.8,70.8,10,7,0,74.1,74.1
mmalcek__bafi,31,10,trivy,31,31,0,0,100.0,100.0,10,21,0,48.8,48.8
mmalcek__bafi,31,10,cdxgen,10,10,0,21,48.8,48.8,10,0,0,100.0,100.0
mmalcek__bafi,31,10,cyclonedx-gomod,10,10,0,21,48.8,48.8,10,0,0,100.0,100.0
mmcdole__gofeed,25,12,syft,17,17,0,8,81.0,81.0,12,5,0,82.8,82.8
mmcdole__gofeed,25,12,trivy,16,16,0,9,78.0,78.0,12,4,0,85.7,85.7
mmcdole__gofeed,25,12,cdxgen,12,12,0,13,64.9,64.9,12,0,0,100.0,100.0
mmcdole__gofeed,25,12,cyclonedx-gomod,12,12,0,13,64.9,64.9,12,0,0,100.0,100.0
moby__moby,810,277,syft,391,391,0,419,65.1,61.8,277,114,0,82.9,77.8
moby__moby,810,277,trivy,295,294,1,516,53.2,51.0,277,18,0,96.9,93.0
moby__moby,810,277,cdxgen,294,294,0,516,53.3,52.9,277,17,0,97.0,96.3
moby__moby,810,277,cyclonedx-gomod,281,281,0,529,51.5,51.5,273,8,4,97.8,97.8
mochi-co__mqtt,191,40,syft,60,60,0,131,47.8,47.8,40,20,0,80.0,80.0
mochi-co__mqtt,191,40,trivy,47,47,0,144,39.5,39.5,40,7,0,92.0,92.0
mochi-co__mqtt,191,40,cdxgen,40,40,0,151,34.6,34.6,40,0,0,100.0,100.0
mochi-co__mqtt,191,40,cyclonedx-gomod,40,40,0,151,34.6,34.6,40,0,0,100.0,100.0
mojocn__base64Captcha,14,2,syft,2,2,0,12,25.0,25.0,2,0,0,100.0,100.0
mojocn__base64Captcha,14,2,trivy,14,14,0,0,100.0,100.0,2,12,0,25.0,25.0
mojocn__base64Captcha,14,2,cdxgen,2,2,0,12,25.0,25.0,2,0,0,100.0,100.0
mojocn__base64Captcha,14,2,cyclonedx-gomod,2,2,0,12,25.0,25.0,2,0,0,100.0,100.0
monaco-io__request,6,1,syft,4,4,0,2,80.0,80.0,1,3,0,40.0,40.0
monaco-io__request,6,1,trivy,6,6,0,0,100.0,100.0,1,5,0,28.6,28.6
monaco-io__request,6,1,cdxgen,1,1,0,5,28.6,28.6,1,0,0,100.0,100.0
monaco-io__request,6,1,cyclonedx-gomod,1,1,0,5,28.6,28.6,1,0,0,100.0,100.0
moov-io__ach,193,31,syft,43,43,0,150,36.4,36.4,31,12,0,83.8,83.8
moov-io__ach,193,31,trivy,32,32,0,161,28.4,28.4,31,1,0,98.4,98.4
moov-io__ach,193,31,cdxgen,31,31,0,162,27.7,27.7,31,0,0,100.0,100.0
moov-io__ach,193,31,cyclonedx-gomod,32,32,0,161,28.4,28.4,31,1,0,98.4,98.4
mosajjal__dnsmonster,276,79,syft,115,110,5,166,56.3,52.2,79,36,0,81.4,76.3
mosajjal__dnsmonster,276,79,trivy,91,85,6,191,46.3,42.5,79,12,0,92.9,87.1
mosajjal__dnsmonster,276,79,cdxgen,79,79,0,197,44.5,43.4,79,0,0,100.0,97.5
mosajjal__dnsmonster,276,79,cyclonedx-gomod,83,83,0,193,46.2,46.2,79,4,0,97.5,97.5
moshebe__gebug,80,38,syft,63,63,0,17,88.1,88.1,38,25,0,75.2,75.2
moshebe__gebug,80,38,trivy,50,50,0,30,76.9,76.9,38,12,0,86.4,86.4
moshebe__gebug,80,38,cdxgen,38,38,0,42,64.4,64.4,38,0,0,100.0,100.0
moshebe__gebug,80,38,cyclonedx-gomod,50,50,0,30,76.9,76.9,38,12,0,86.4,86.4
mr-linch__go-tg,13,2,syft,20,10,10,3,60.6,48.5,2,18,0,18.2,18.2
mr-linch__go-tg,13,2,trivy,15,9,6,4,64.3,50.0,2,13,0,23.5,23.5
mr-linch__go-tg,13,2,cdxgen,10,5,5,8,43.5,26.1,2,8,0,33.3,33.3
