repo,tool,all_n_tp,all_n_fp,all_n_fn,all_v_tp,all_v_fp,all_v_fn,imp_n_tp,imp_n_fp,imp_n_fn,imp_v_tp,imp_v_fp,imp_v_fn,impT_n_tp,impT_n_fp,impT_n_fn,impT_v_tp,impT_v_fp,impT_v_fn
kelseyhightower__confd,syft,75,0,186,75,0,186,51,24,0,51,24,0,0,75,0,0,75,0
kelseyhightower__confd,trivy,57,0,204,57,0,204,51,6,0,51,6,0,0,57,0,0,57,0
kelseyhightower__confd,cdxgen,57,0,204,57,0,204,51,6,0,51,6,0,0,57,0,0,57,0
kelseyhightower__confd,cyclonedx-gomod,53,0,208,53,0,208,51,2,0,51,2,0,0,53,0,0,53,0
keploy__keploy,syft,223,0,413,223,0,413,170,53,0,170,53,0,170,53,0,170,53,0
keploy__keploy,trivy,177,0,459,177,0,459,170,7,0,170,7,0,170,7,0,170,7,0
keploy__keploy,cdxgen,170,0,466,170,0,466,170,0,0,170,0,0,170,0,0,170,0,0
keploy__keploy,cyclonedx-gomod,174,0,462,174,0,462,169,5,1,169,5,1,169,5,1,169,5,1
kevinburke__nacl,syft,4,0,3,4,0,3,1,3,0,1,3,0,3,1,0,1,3,2
kevinburke__nacl,trivy,4,0,3,4,0,3,1,3,0,1,3,0,3,1,0,1,3,2
kevinburke__nacl,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,2,0,1,3
kevinburke__nacl,cyclonedx-gomod,2,0,5,2,0,5,1,1,0,1,1,0,1,1,2,0,2,3
kevincobain2000__gobrew,syft,23,0,5,23,0,5,15,8,0,15,8,0,19,4,0,19,4,0
kevincobain2000__gobrew,trivy,19,0,9,19,0,9,15,4,0,15,4,0,19,0,0,19,0,0
kevincobain2000__gobrew,cdxgen,15,0,13,15,0,13,15,0,0,15,0,0,15,0,4,15,0,4
kevincobain2000__gobrew,cyclonedx-gomod,15,0,13,15,0,13,15,0,0,15,0,0,15,0,4,15,0,4
khezen__avro,syft,4,0,0,4,4,0,3,1,0,3,5,0,4,0,0,4,4,0
khezen__avro,trivy,4,0,0,4,4,0,3,1,0,3,5,0,4,0,0,4,4,0
khezen__avro,cdxgen,4,0,0,4,0,0,3,1,0,3,1,0,4,0,0,4,0,0
khezen__avro,cyclonedx-gomod,3,0,1,3,0,1,3,0,0,3,0,0,3,0,1,3,0,1
kilgaloon__leprechaun,syft,31,0,5,31,0,5,17,14,1,17,14,1,0,31,0,0,31,0
kilgaloon__leprechaun,trivy,36,0,0,36,0,0,18,18,0,18,18,0,0,36,0,0,36,0
kilgaloon__leprechaun,cdxgen,18,0,18,18,0,18,18,0,0,18,0,0,0,18,0,0,18,0
kilgaloon__leprechaun,cyclonedx-gomod,18,0,18,18,0,18,18,0,0,18,0,0,0,18,0,0,18,0
kisielk__errcheck,syft,4,0,4,4,0,4,3,1,0,3,1,0,3,1,0,3,1,0
kisielk__errcheck,trivy,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
kisielk__errcheck,cdxgen,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
kisielk__errcheck,cyclonedx-gomod,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
kitabisa__teler-waf,syft,249,93,359,240,128,368,164,178,0,164,204,0,167,175,0,167,201,0
kitabisa__teler-waf,trivy,199,67,409,189,100,419,164,102,0,164,125,0,167,99,0,167,122,0
kitabisa__teler-waf,cdxgen,182,56,426,172,86,436,164,74,0,164,94,0,164,74,3,164,94,3
kitabisa__teler-waf,cyclonedx-gomod,176,0,432,176,0,432,164,12,0,164,12,0,164,12,3,164,12,3
kkyr__fig,syft,7,1,1,7,1,1,3,5,0,3,5,0,3,5,0,3,5,0
kkyr__fig,trivy,8,2,0,8,2,0,3,7,0,3,7,0,3,7,0,3,7,0
kkyr__fig,cdxgen,3,1,5,3,1,5,3,1,0,3,1,0,3,1,0,3,1,0
kkyr__fig,cyclonedx-gomod,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
kkyr__go-recipe,syft,12,0,6,12,0,6,8,4,0,8,4,0,8,4,0,7,5,1
kkyr__go-recipe,trivy,9,0,9,9,0,9,8,1,0,8,1,0,8,1,0,7,2,1
kkyr__go-recipe,cdxgen,8,0,10,8,0,10,8,0,0,8,0,0,8,0,0,7,1,1
kkyr__go-recipe,cyclonedx-gomod,8,0,10,8,0,10,8,0,0,8,0,0,8,0,0,7,1,1
knbr13__gitcs,syft,47,0,10,47,0,10,27,20,0,27,20,0,27,20,0,27,20,0
knbr13__gitcs,trivy,28,0,29,28,0,29,27,1,0,27,1,0,27,1,0,27,1,0
knbr13__gitcs,cdxgen,27,0,30,27,0,30,27,0,0,27,0,0,27,0,0,27,0,0
knbr13__gitcs,cyclonedx-gomod,28,0,29,28,0,29,27,1,0,27,1,0,27,1,0,27,1,0
knights-analytics__hugot,syft,57,0,36,57,0,36,24,33,0,24,33,0,24,33,0,24,33,0
knights-analytics__hugot,trivy,29,0,64,29,0,64,24,5,0,24,5,0,24,5,0,24,5,0
knights-analytics__hugot,cdxgen,24,0,69,24,0,69,24,0,0,24,0,0,24,0,0,24,0,0
knights-analytics__hugot,cyclonedx-gomod,29,0,64,29,0,64,24,5,0,24,5,0,24,5,0,24,5,0
kniren__gota,syft,3,0,34,3,0,34,2,1,0,2,1,0,2,1,0,2,1,0
kniren__gota,trivy,37,0,0,37,0,0,2,35,0,2,35,0,2,35,0,2,35,0
kniren__gota,cdxgen,2,0,35,2,0,35,2,0,0,2,0,0,2,0,0,2,0,0
kniren__gota,cyclonedx-gomod,2,0,35,2,0,35,2,0,0,2,0,0,2,0,0,2,0,0
knocknote__octillery,syft,25,0,2,25,0,2,15,10,0,15,10,0,15,10,0,15,10,0
knocknote__octillery,trivy,27,0,0,27,0,0,15,12,0,15,12,0,15,12,0,15,12,0
knocknote__octillery,cdxgen,15,0,12,15,0,12,15,0,0,15,0,0,15,0,0,15,0,0
knocknote__octillery,cyclonedx-gomod,16,0,11,16,0,11,15,1,0,15,1,0,15,1,0,15,1,0
knq__chromedp,syft,9,0,0,9,0,0,6,3,0,6,3,0,8,1,0,8,1,0
knq__chromedp,trivy,9,0,0,9,0,0,6,3,0,6,3,0,8,1,0,8,1,0
knq__chromedp,cdxgen,6,0,3,6,0,3,6,0,0,6,0,0,6,0,2,6,0,2
knq__chromedp,cyclonedx-gomod,7,0,2,7,0,2,6,1,0,6,1,0,6,1,2,6,1,2
knq__usql,syft,435,0,294,435,0,294,303,132,0,303,132,0,327,108,0,327,108,0
knq__usql,trivy,364,0,365,364,0,365,303,61,0,303,61,0,327,37,0,327,37,0
knq__usql,cdxgen,303,0,426,303,0,426,303,0,0,303,0,0,297,6,30,297,6,30
knq__usql,cyclonedx-gomod,330,0,399,330,0,399,302,28,1,302,28,1,297,33,30,297,33,30
knq__xo,syft,52,0,27,52,0,27,33,19,0,33,19,0,33,19,0,17,35,16
knq__xo,trivy,33,0,46,33,0,46,33,0,0,33,0,0,33,0,0,17,16,16
knq__xo,cdxgen,33,0,46,33,0,46,33,0,0,33,0,0,33,0,0,17,16,16
knq__xo,cyclonedx-gomod,33,0,46,33,0,46,33,0,0,33,0,0,33,0,0,17,16,16
koffeinsource__go-imgur,syft,9,0,5,9,0,5,4,5,0,4,5,0,8,1,0,7,2,1
koffeinsource__go-imgur,trivy,14,0,0,14,0,0,4,10,0,4,10,0,8,6,0,7,7,1
koffeinsource__go-imgur,cdxgen,4,0,10,4,0,10,4,0,0,4,0,0,4,0,4,4,0,4
koffeinsource__go-imgur,cyclonedx-gomod,4,0,10,4,0,10,4,0,0,4,0,0,4,0,4,4,0,4
koltyakov__gosip,syft,24,0,9,24,0,9,17,7,0,17,7,0,17,7,0,17,7,0
koltyakov__gosip,trivy,19,0,14,19,0,14,17,2,0,17,2,0,17,2,0,17,2,0
koltyakov__gosip,cdxgen,17,0,16,17,0,16,17,0,0,17,0,0,17,0,0,17,0,0
koltyakov__gosip,cyclonedx-gomod,19,0,14,19,0,14,17,2,0,17,2,0,17,2,0,17,2,0
koofr__graval,syft,20,0,5,20,0,5,5,15,0,5,15,0,16,4,0,16,4,0
koofr__graval,trivy,25,0,0,25,0,0,5,20,0,5,20,0,16,9,0,16,9,0
koofr__graval,cdxgen,5,0,20,5,0,20,5,0,0,5,0,0,5,0,11,5,0,11
koofr__graval,cyclonedx-gomod,5,0,20,5,0,20,5,0,0,5,0,0,5,0,11,5,0,11
kool-dev__kool,NO_VER
koss-null__FuncFrog,syft,9,0,9,9,0,9,1,8,0,1,8,0,5,4,0,5,4,0
koss-null__FuncFrog,trivy,8,0,10,8,0,10,1,7,0,1,7,0,5,3,0,5,3,0
koss-null__FuncFrog,cdxgen,1,0,17,1,0,17,1,0,0,1,0,0,1,0,4,1,0,4
koss-null__FuncFrog,cyclonedx-gomod,1,0,17,1,0,17,1,0,0,1,0,0,1,0,4,1,0,4
kpango__glg,syft,11,0,3,11,0,3,2,9,0,2,9,0,6,5,1,3,8,4
kpango__glg,trivy,6,0,8,6,0,8,2,4,0,2,4,0,6,0,1,3,3,4
kpango__glg,cdxgen,2,0,12,2,0,12,2,0,0,2,0,0,2,0,5,2,0,5
kpango__glg,cyclonedx-gomod,2,0,12,2,0,12,2,0,0,2,0,0,2,0,5,2,0,5
kpfaulkner__borders,syft,1,0,1,1,0,1,1,0,0,1,0,0,1,0,2,1,0,2
kpfaulkner__borders,trivy,2,0,0,2,0,0,1,1,0,1,1,0,1,1,2,1,1,2
kpfaulkner__borders,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,2,1,0,2
kpfaulkner__borders,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,2,1,0,2
krayzpipes__cronticker,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
krayzpipes__cronticker,trivy,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
krayzpipes__cronticker,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
krayzpipes__cronticker,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
krotik__ecal,syft,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0
krotik__ecal,trivy,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
krotik__ecal,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
krotik__ecal,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
kslamph__tronlib,syft,38,0,163,38,0,163,17,21,0,17,21,0,21,17,0,21,17,0
kslamph__tronlib,trivy,23,0,178,23,0,178,17,6,0,17,6,0,21,2,0,21,2,0
kslamph__tronlib,cdxgen,17,0,184,17,0,184,17,0,0,17,0,0,17,0,4,17,0,4
kslamph__tronlib,cyclonedx-gomod,17,0,184,17,0,184,17,0,0,17,0,0,17,0,4,17,0,4
kubernetes-sigs__kind,syft,20,388,3,19,423,4,11,397,0,11,431,0,11,397,0,11,431,0
kubernetes-sigs__kind,trivy,20,387,3,18,419,5,11,396,0,11,426,0,11,396,0,11,426,0
kubernetes-sigs__kind,cdxgen,18,384,5,16,416,7,11,391,0,11,421,0,11,391,0,11,421,0
kubernetes-sigs__kind,cyclonedx-gomod,12,0,11,12,0,11,11,1,0,11,1,0,11,1,0,11,1,0
kubeservice-stack__common,syft,199,0,333,198,1,334,117,82,0,116,83,1,151,48,0,144,55,7
kubeservice-stack__common,trivy,162,0,370,161,1,371,117,45,0,116,46,1,151,11,0,144,18,7
kubeservice-stack__common,cdxgen,117,0,415,117,0,415,117,0,0,117,0,0,117,0,34,111,6,40
kubeservice-stack__common,cyclonedx-gomod,113,0,419,112,1,420,113,0,4,112,1,5,113,0,38,106,7,45
kubeshark__kubeshark,syft,211,0,139,211,0,139,129,82,0,129,82,0,0,211,0,0,211,0
kubeshark__kubeshark,trivy,132,0,218,132,0,218,129,3,0,129,3,0,0,132,0,0,132,0
kubeshark__kubeshark,cdxgen,129,0,221,129,0,221,129,0,0,129,0,0,0,129,0,0,129,0
kubeshark__kubeshark,cyclonedx-gomod,131,0,219,131,0,219,129,2,0,129,2,0,0,131,0,0,131,0
kubevela__kubevela,syft,367,2,461,362,7,466,282,87,2,278,91,6,285,84,2,262,107,25
kubevela__kubevela,trivy,299,2,529,295,6,533,282,19,2,278,23,6,285,16,2,262,39,25
kubevela__kubevela,cdxgen,284,0,544,284,0,544,284,0,0,284,0,0,282,2,5,264,20,23
kubevela__kubevela,cyclonedx-gomod,288,2,540,284,6,544,279,11,5,275,15,9,277,13,10,255,35,32
kyleconroy__sqlc,syft,62,33,26,60,42,28,36,59,0,36,66,0,36,59,9,26,76,19
kyleconroy__sqlc,trivy,47,18,41,44,25,44,36,29,0,36,33,0,36,29,9,26,43,19
kyleconroy__sqlc,cdxgen,39,17,49,36,24,52,36,20,0,36,24,0,33,23,12,23,37,22
kyleconroy__sqlc,cyclonedx-gomod,39,0,49,39,0,49,36,3,0,36,3,0,33,6,12,23,16,22
kyoh86__richgo,syft,12,0,1,12,0,1,7,5,0,7,5,0,11,1,0,11,1,0
kyoh86__richgo,trivy,11,0,2,11,0,2,7,4,0,7,4,0,11,0,0,11,0,0
kyoh86__richgo,cdxgen,7,0,6,7,0,6,7,0,0,7,0,0,7,0,4,7,0,4
kyoh86__richgo,cyclonedx-gomod,7,0,6,7,0,6,7,0,0,7,0,0,7,0,4,7,0,4
kyuff__anchor,syft,6,0,4,6,0,4,1,5,0,1,5,0,1,5,0,1,5,0
kyuff__anchor,trivy,4,0,6,4,0,6,1,3,0,1,3,0,1,3,0,1,3,0
kyuff__anchor,cdxgen,1,0,9,1,0,9,1,0,0,1,0,0,1,0,0,1,0,0
kyuff__anchor,cyclonedx-gomod,4,0,6,4,0,6,1,3,0,1,3,0,1,3,0,1,3,0
labstack__echo,syft,8,0,7,8,0,7,1,7,0,1,7,0,7,1,0,7,1,0
labstack__echo,trivy,7,0,8,7,0,8,1,6,0,1,6,0,7,0,0,7,0,0
labstack__echo,cdxgen,1,0,14,1,0,14,1,0,0,1,0,0,1,0,6,1,0,6
labstack__echo,cyclonedx-gomod,1,0,14,1,0,14,1,0,0,1,0,0,1,0,6,1,0,6
labstack__gommon,syft,10,0,1,10,0,1,5,5,0,5,5,0,9,1,0,9,1,0
labstack__gommon,trivy,9,0,2,9,0,2,5,4,0,5,4,0,9,0,0,9,0,0
labstack__gommon,cdxgen,5,0,6,5,0,6,5,0,0,5,0,0,5,0,4,5,0,4
labstack__gommon,cyclonedx-gomod,5,0,6,5,0,6,5,0,0,5,0,0,5,0,4,5,0,4
lalamove__konfig,syft,104,0,141,104,0,141,51,53,0,51,53,0,65,39,0,65,39,0
lalamove__konfig,trivy,245,0,0,245,0,0,51,194,0,51,194,0,65,180,0,65,180,0
lalamove__konfig,cdxgen,51,0,194,51,0,194,51,0,0,51,0,0,51,0,14,51,0,14
lalamove__konfig,cyclonedx-gomod,52,0,193,52,0,193,51,1,0,51,1,0,51,1,14,51,1,14
lana__go-commandbus,syft,5,0,19,5,0,19,4,1,0,4,1,0,4,1,0,4,1,0
lana__go-commandbus,trivy,24,0,0,24,0,0,4,20,0,4,20,0,4,20,0,4,20,0
lana__go-commandbus,cdxgen,4,0,20,4,0,20,4,0,0,4,0,0,4,0,0,4,0,0
lana__go-commandbus,cyclonedx-gomod,4,0,20,4,0,20,4,0,0,4,0,0,4,0,0,4,0,0
lawzava__go-pg-migrate,syft,16,0,16,16,0,16,5,11,0,5,11,0,12,4,0,8,8,4
lawzava__go-pg-migrate,trivy,14,0,18,14,0,18,5,9,0,5,9,0,12,2,0,8,6,4
lawzava__go-pg-migrate,cdxgen,5,0,27,5,0,27,5,0,0,5,0,0,5,0,7,1,4,11
lawzava__go-pg-migrate,cyclonedx-gomod,5,0,27,5,0,27,5,0,0,5,0,0,5,0,7,1,4,11
lazynop__lazyenv,syft,32,0,8,32,0,8,21,11,0,21,11,0,25,7,0,25,7,0
lazynop__lazyenv,trivy,25,0,15,25,0,15,21,4,0,21,4,0,25,0,0,25,0,0
lazynop__lazyenv,cdxgen,21,0,19,21,0,19,21,0,0,21,0,0,21,0,4,21,0,4
lazynop__lazyenv,cyclonedx-gomod,21,0,19,21,0,19,21,0,0,21,0,0,21,0,4,21,0,4
leberKleber__go-mpris,syft,6,0,1,6,0,1,1,5,0,1,5,0,5,1,0,5,1,0
leberKleber__go-mpris,trivy,5,0,2,5,0,2,1,4,0,1,4,0,5,0,0,5,0,0
leberKleber__go-mpris,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
leberKleber__go-mpris,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
leebenson__conform,syft,8,0,8,8,0,8,1,7,0,1,7,0,7,1,0,7,1,0
leebenson__conform,trivy,16,0,0,16,0,0,1,15,0,1,15,0,7,9,0,7,9,0
leebenson__conform,cdxgen,1,0,15,1,0,15,1,0,0,1,0,0,1,0,6,1,0,6
leebenson__conform,cyclonedx-gomod,1,0,15,1,0,15,1,0,0,1,0,0,1,0,6,1,0,6
leekchan__accounting,syft,4,0,0,4,0,0,3,1,0,3,1,0,3,1,0,3,1,0
leekchan__accounting,trivy,4,0,0,4,0,0,3,1,0,3,1,0,3,1,0,3,1,0
leekchan__accounting,cdxgen,3,0,1,3,0,1,3,0,0,3,0,0,3,0,0,3,0,0
leekchan__accounting,cyclonedx-gomod,3,0,1,3,0,1,3,0,0,3,0,0,3,0,0,3,0,0
leonelquinteros__gotext,syft,4,0,4,4,0,4,3,1,0,3,1,0,3,1,0,3,1,0
leonelquinteros__gotext,trivy,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
leonelquinteros__gotext,cdxgen,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
leonelquinteros__gotext,cyclonedx-gomod,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
leozz37__hare,syft,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0
leozz37__hare,trivy,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0
leozz37__hare,cdxgen,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0
leozz37__hare,cyclonedx-gomod,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0
leporo__sqlf,syft,7,0,1,7,0,1,1,6,0,1,6,0,6,1,0,6,1,0
leporo__sqlf,trivy,8,0,0,8,0,0,1,7,0,1,7,0,6,2,0,6,2,0
leporo__sqlf,cdxgen,1,0,7,1,0,7,1,0,0,1,0,0,1,0,5,1,0,5
leporo__sqlf,cyclonedx-gomod,1,0,7,1,0,7,1,0,0,1,0,0,1,0,5,1,0,5
lesismal__nbio,syft,3,0,4,3,0,4,3,0,0,3,0,0,3,0,0,3,0,0
lesismal__nbio,trivy,7,0,0,7,0,0,3,4,0,3,4,0,3,4,0,3,4,0
lesismal__nbio,cdxgen,3,0,4,3,0,4,3,0,0,3,0,0,3,0,0,3,0,0
lesismal__nbio,cyclonedx-gomod,3,0,4,3,0,4,3,0,0,3,0,0,3,0,0,3,0,0
lestrrat-go__jwx,syft,15,19,5,15,23,5,8,26,0,8,30,0,8,26,0,8,30,0
lestrrat-go__jwx,trivy,13,15,7,13,19,7,8,20,0,8,24,0,8,20,0,8,24,0
lestrrat-go__jwx,cdxgen,13,14,7,13,18,7,8,19,0,8,23,0,8,19,0,8,23,0
lestrrat-go__jwx,cyclonedx-gomod,11,0,9,11,0,9,8,3,0,8,3,0,8,3,0,7,4,1
levigross__grequests,syft,8,0,6,8,0,6,2,6,0,2,6,0,6,2,0,6,2,0
levigross__grequests,trivy,6,0,8,6,0,8,2,4,0,2,4,0,6,0,0,6,0,0
levigross__grequests,cdxgen,2,0,12,2,0,12,2,0,0,2,0,0,2,0,4,2,0,4
levigross__grequests,cyclonedx-gomod,2,0,12,2,0,12,2,0,0,2,0,0,2,0,4,2,0,4
lib4u__fake-useragent,syft,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
lib4u__fake-useragent,trivy,5,0,0,5,0,0,1,4,0,1,4,0,1,4,0,1,4,0
lib4u__fake-useragent,cdxgen,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
lib4u__fake-useragent,cyclonedx-gomod,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
libgit2__git2go,syft,4,0,2,4,0,2,1,3,0,1,3,0,2,2,0,2,2,0
libgit2__git2go,trivy,6,0,0,6,0,0,1,5,0,1,5,0,2,4,0,2,4,0
libgit2__git2go,cdxgen,1,0,5,1,0,5,1,0,0,1,0,0,1,0,1,1,0,1
libgit2__git2go,cyclonedx-gomod,2,0,4,2,0,4,1,1,0,1,1,0,1,1,1,1,1,1
liftbridge-io__liftbridge,syft,91,0,269,91,0,269,64,27,0,64,27,0,55,36,9,21,70,43
liftbridge-io__liftbridge,trivy,69,0,291,69,0,291,64,5,0,64,5,0,55,14,9,21,48,43
liftbridge-io__liftbridge,cdxgen,64,0,296,64,0,296,64,0,0,64,0,0,51,13,13,19,45,45
liftbridge-io__liftbridge,cyclonedx-gomod,65,0,295,65,0,295,64,1,0,64,1,0,51,14,13,19,46,45
lightningnetwork__lnd,syft,238,187,284,230,301,292,123,302,0,122,409,1,126,299,3,121,410,8
lightningnetwork__lnd,trivy,208,172,314,202,261,320,123,257,0,122,341,1,126,254,3,121,342,8
lightningnetwork__lnd,cdxgen,NA
lightningnetwork__lnd,cyclonedx-gomod,185,1,337,184,2,338,122,64,1,121,65,2,121,65,8,116,70,13
limiu82214__gojmapr,syft,9,0,2,9,0,2,1,8,0,1,8,0,8,1,0,8,1,0
limiu82214__gojmapr,trivy,8,0,3,8,0,3,1,7,0,1,7,0,8,0,0,8,0,0
limiu82214__gojmapr,cdxgen,1,0,10,1,0,10,1,0,0,1,0,0,1,0,7,1,0,7
limiu82214__gojmapr,cyclonedx-gomod,1,0,10,1,0,10,1,0,0,1,0,0,1,0,7,1,0,7
lindb__lindb,syft,246,0,236,246,0,236,161,85,0,161,85,0,162,84,0,162,84,0
lindb__lindb,trivy,178,0,304,178,0,304,161,17,0,161,17,0,162,16,0,162,16,0
lindb__lindb,cdxgen,161,0,321,161,0,321,161,0,0,161,0,0,161,0,1,161,0,1
lindb__lindb,cyclonedx-gomod,173,0,309,173,0,309,157,16,4,157,16,4,157,16,5,157,16,5
lingrino__vaku,syft,82,0,88,82,0,88,25,57,0,25,57,0,64,18,3,47,35,20
lingrino__vaku,trivy,70,0,100,70,0,100,25,45,0,25,45,0,64,6,3,47,23,20
lingrino__vaku,cdxgen,25,0,145,25,0,145,25,0,0,25,0,0,25,0,42,19,6,48
lingrino__vaku,cyclonedx-gomod,26,0,144,26,0,144,25,1,0,25,1,0,25,1,42,19,7,48
linkedin__goavro,syft,6,0,1,6,0,1,1,5,0,1,5,0,5,1,0,5,1,0
linkedin__goavro,trivy,7,0,0,7,0,0,1,6,0,1,6,0,5,2,0,5,2,0
linkedin__goavro,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
linkedin__goavro,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
linvon__cuckoo-filter,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
linvon__cuckoo-filter,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
linvon__cuckoo-filter,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
linvon__cuckoo-filter,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
linxGnu__mssqlx,syft,12,0,1,12,0,1,6,6,0,6,6,0,9,3,0,7,5,2
linxGnu__mssqlx,trivy,10,0,3,10,0,3,6,4,0,6,4,0,9,1,0,7,3,2
linxGnu__mssqlx,cdxgen,6,0,7,6,0,7,6,0,0,6,0,0,5,1,4,4,2,5
linxGnu__mssqlx,cyclonedx-gomod,6,0,7,6,0,7,6,0,0,6,0,0,5,1,4,4,2,5
liujianping__job,syft,38,0,77,38,0,77,25,13,0,25,13,0,25,13,0,25,13,0
liujianping__job,trivy,115,0,0,115,0,0,25,90,0,25,90,0,25,90,0,25,90,0
liujianping__job,cdxgen,25,0,90,25,0,90,25,0,0,25,0,0,25,0,0,25,0,0
liujianping__job,cyclonedx-gomod,NA
llir__llvm,syft,8,1,10,7,2,11,5,4,0,5,4,0,6,3,0,5,4,1
llir__llvm,trivy,18,2,0,18,3,0,5,15,0,5,16,0,6,14,0,5,16,1
llir__llvm,cdxgen,7,1,11,6,2,12,5,3,0,5,3,0,5,3,1,4,4,2
llir__llvm,cyclonedx-gomod,8,0,10,8,0,10,5,3,0,5,3,0,5,3,1,4,4,2
lni__dragonboat,syft,50,0,171,50,0,171,36,14,0,36,14,0,40,10,0,40,10,0
lni__dragonboat,trivy,42,0,179,42,0,179,36,6,0,36,6,0,40,2,0,40,2,0
lni__dragonboat,cdxgen,36,0,185,36,0,185,36,0,0,36,0,0,36,0,4,36,0,4
lni__dragonboat,cyclonedx-gomod,33,0,188,33,0,188,32,1,4,32,1,4,32,1,8,32,1,8
logpacker__PayPal-Go-SDK,syft,246,0,188,246,0,188,3,243,0,3,243,0,3,243,0,3,243,0
logpacker__PayPal-Go-SDK,trivy,216,0,218,216,0,218,3,213,0,3,213,0,3,213,0,3,213,0
logpacker__PayPal-Go-SDK,cdxgen,3,0,431,3,0,431,3,0,0,3,0,0,3,0,0,3,0,0
logpacker__PayPal-Go-SDK,cyclonedx-gomod,215,0,219,215,0,219,3,212,0,3,212,0,3,212,0,3,212,0
lonng__nano,syft,35,0,33,35,0,33,14,21,0,14,21,0,20,15,0,20,15,0
lonng__nano,trivy,68,0,0,68,0,0,14,54,0,14,54,0,20,48,0,20,48,0
lonng__nano,cdxgen,14,0,54,14,0,54,14,0,0,14,0,0,14,0,6,14,0,6
lonng__nano,cyclonedx-gomod,14,0,54,14,0,54,14,0,0,14,0,0,14,0,6,14,0,6
loom-go__loom,syft,7,0,1,7,0,1,2,5,0,2,5,0,6,1,0,6,1,0
loom-go__loom,trivy,6,0,2,6,0,2,2,4,0,2,4,0,6,0,0,6,0,0
loom-go__loom,cdxgen,2,0,6,2,0,6,2,0,0,2,0,0,2,0,4,2,0,4
loom-go__loom,cyclonedx-gomod,2,0,6,2,0,6,2,0,0,2,0,0,2,0,4,2,0,4
loov__lensm,syft,16,0,12,16,0,12,10,6,0,10,6,0,10,6,1,2,14,9
loov__lensm,trivy,10,0,18,10,0,18,10,0,0,10,0,0,10,0,1,2,8,9
loov__lensm,cdxgen,10,0,18,10,0,18,10,0,0,10,0,0,10,0,1,2,8,9
loov__lensm,cyclonedx-gomod,10,0,18,10,0,18,10,0,0,10,0,0,10,0,1,2,8,9
lrita__numa,syft,4,0,1,4,0,1,1,3,0,1,3,0,4,0,0,4,0,0
lrita__numa,trivy,5,0,0,5,0,0,1,4,0,1,4,0,4,1,0,4,1,0
lrita__numa,cdxgen,1,0,4,1,0,4,1,0,0,1,0,0,1,0,3,1,0,3
lrita__numa,cyclonedx-gomod,1,0,4,1,0,4,1,0,0,1,0,0,1,0,3,1,0,3
lucas-clemente__quic-go,syft,20,1,8,20,1,8,7,14,0,7,14,0,12,9,0,12,9,0
lucas-clemente__quic-go,trivy,18,1,10,18,1,10,7,12,0,7,12,0,12,7,0,12,7,0
lucas-clemente__quic-go,cdxgen,7,0,21,7,0,21,7,0,0,7,0,0,7,0,5,7,0,5
