repo,tool,all_n_tp,all_n_fp,all_n_fn,all_v_tp,all_v_fp,all_v_fn,imp_n_tp,imp_n_fp,imp_n_fn,imp_v_tp,imp_v_fp,imp_v_fn,impT_n_tp,impT_n_fp,impT_n_fn,impT_v_tp,impT_v_fp,impT_v_fn
dominikh__go-tools,cdxgen,8,0,4,8,0,4,8,0,0,8,0,0,8,0,0,4,4,4
dominikh__go-tools,cyclonedx-gomod,8,0,4,8,0,4,8,0,0,8,0,0,8,0,0,4,4,4
donatj__mpo,syft,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
donatj__mpo,trivy,2,0,0,2,0,0,1,1,0,1,1,0,1,1,0,0,2,1
donatj__mpo,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
donatj__mpo,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
doors-dev__doors,syft,21,0,25,21,0,25,16,5,0,16,5,0,16,5,0,15,6,1
doors-dev__doors,trivy,16,0,30,16,0,30,16,0,0,16,0,0,16,0,0,15,1,1
doors-dev__doors,cdxgen,16,0,30,16,0,30,16,0,0,16,0,0,16,0,0,15,1,1
doors-dev__doors,cyclonedx-gomod,16,0,30,16,0,30,16,0,0,16,0,0,16,0,0,15,1,1
doors-dev__gox,syft,46,0,21,46,0,21,21,25,0,21,25,0,21,25,0,20,26,1
doors-dev__gox,trivy,21,0,46,21,0,46,21,0,0,21,0,0,21,0,0,20,1,1
doors-dev__gox,cdxgen,21,0,46,21,0,46,21,0,0,21,0,0,21,0,0,20,1,1
doors-dev__gox,cyclonedx-gomod,21,0,46,21,0,46,21,0,0,21,0,0,21,0,0,20,1,1
dop251__goja,syft,7,0,12,7,0,12,5,2,0,5,2,0,7,0,0,7,0,0
dop251__goja,trivy,19,0,0,19,0,0,5,14,0,5,14,0,7,12,0,7,12,0
dop251__goja,cdxgen,5,0,14,5,0,14,5,0,0,5,0,0,5,0,2,5,0,2
dop251__goja,cyclonedx-gomod,5,0,14,5,0,14,5,0,0,5,0,0,5,0,2,5,0,2
dotchain__dot,syft,9,6,4,8,7,5,4,11,0,4,11,0,7,8,1,7,8,1
dotchain__dot,trivy,12,15,1,11,16,2,4,23,0,4,23,0,7,20,1,7,20,1
dotchain__dot,cdxgen,4,0,9,4,0,9,4,0,0,4,0,0,4,0,4,4,0,4
dotchain__dot,cyclonedx-gomod,NA
doug-martin__goqu,syft,14,0,12,14,0,12,5,9,0,5,9,0,12,2,0,3,11,9
doug-martin__goqu,trivy,13,0,13,13,0,13,5,8,0,5,8,0,12,1,0,3,10,9
doug-martin__goqu,cdxgen,13,0,13,13,0,13,5,8,0,5,8,0,12,1,0,3,10,9
doug-martin__goqu,cyclonedx-gomod,5,0,21,5,0,21,5,0,0,5,0,0,5,0,7,2,3,10
dragonflyoss__Dragonfly2,syft,265,0,346,265,0,346,193,72,0,193,72,0,197,68,1,188,77,10
dragonflyoss__Dragonfly2,trivy,219,0,392,219,0,392,193,26,0,193,26,0,197,22,1,188,31,10
dragonflyoss__Dragonfly2,cdxgen,193,0,418,193,0,418,193,0,0,193,0,0,192,1,6,183,10,15
dragonflyoss__Dragonfly2,cyclonedx-gomod,211,0,400,211,0,400,193,18,0,193,18,0,192,19,6,183,28,15
drakkan__sftpgo,syft,195,13,327,195,27,327,148,60,1,148,74,1,156,52,4,126,96,34
drakkan__sftpgo,trivy,168,13,354,167,16,355,148,33,1,148,35,1,156,25,4,126,57,34
drakkan__sftpgo,cdxgen,149,4,373,149,6,373,149,4,0,149,6,0,149,4,11,119,36,41
drakkan__sftpgo,cyclonedx-gomod,158,1,364,158,1,364,147,12,2,147,12,2,147,12,13,116,43,44
drewstinnett__go-output-format,syft,2,0,0,2,0,0,1,1,0,1,1,0,1,1,3,1,1,3
drewstinnett__go-output-format,trivy,2,0,0,2,0,0,1,1,0,1,1,0,1,1,3,1,1,3
drewstinnett__go-output-format,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,3,1,0,3
drewstinnett__go-output-format,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,3,1,0,3
drone__drone,syft,268,1,510,268,1,510,202,67,0,202,67,0,60,209,42,5,264,97
drone__drone,trivy,213,0,565,213,0,565,202,11,0,202,11,0,56,157,46,4,209,98
drone__drone,cdxgen,213,1,565,213,1,565,202,12,0,202,12,0,56,158,46,4,210,98
drone__drone,cyclonedx-gomod,207,0,571,207,0,571,201,6,1,201,6,1,55,152,47,4,203,98
dropbox__godropbox,syft,10,0,7,10,0,7,8,2,0,8,2,0,10,0,0,10,0,0
dropbox__godropbox,trivy,17,0,0,17,0,0,8,9,0,8,9,0,10,7,0,10,7,0
dropbox__godropbox,cdxgen,8,0,9,8,0,9,8,0,0,8,0,0,8,0,2,8,0,2
dropbox__godropbox,cyclonedx-gomod,8,0,9,8,0,9,8,0,0,8,0,0,8,0,2,8,0,2
dsbasko__go-cfg,syft,9,0,1,9,0,1,5,4,0,5,4,0,8,1,0,8,1,0
dsbasko__go-cfg,trivy,8,0,2,8,0,2,5,3,0,5,3,0,8,0,0,8,0,0
dsbasko__go-cfg,cdxgen,5,0,5,5,0,5,5,0,0,5,0,0,5,0,3,5,0,3
dsbasko__go-cfg,cyclonedx-gomod,5,0,5,5,0,5,5,0,0,5,0,0,5,0,3,5,0,3
dtgorski__typex,syft,4,0,2,4,0,2,3,1,0,3,1,0,3,1,0,3,1,0
dtgorski__typex,trivy,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0
dtgorski__typex,cdxgen,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0
dtgorski__typex,cyclonedx-gomod,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0
duke-git__lancet,syft,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,2,0,0
duke-git__lancet,trivy,6,0,0,6,0,0,2,4,0,2,4,0,2,4,0,2,4,0
duke-git__lancet,cdxgen,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,2,0,0
duke-git__lancet,cyclonedx-gomod,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,2,0,0
dundee__gdu,syft,65,0,13,65,0,13,39,26,0,39,26,0,42,23,0,36,29,6
dundee__gdu,trivy,44,0,34,44,0,34,39,5,0,39,5,0,42,2,0,36,8,6
dundee__gdu,cdxgen,39,0,39,39,0,39,39,0,0,39,0,0,39,0,3,33,6,9
dundee__gdu,cyclonedx-gomod,41,0,37,41,0,37,39,2,0,39,2,0,39,2,3,33,8,9
dunglas__frankenphp,syft,77,184,14,74,190,17,41,220,0,41,223,0,44,217,0,44,220,0
dunglas__frankenphp,trivy,70,139,21,67,144,24,41,168,0,41,170,0,44,165,0,44,167,0
dunglas__frankenphp,cdxgen,58,135,33,56,137,35,41,152,0,41,152,0,43,150,1,43,150,1
dunglas__frankenphp,cyclonedx-gomod,53,0,38,53,0,38,41,12,0,41,12,0,42,11,2,42,11,2
dunglas__mercure,syft,70,170,13,65,175,18,28,212,0,28,212,0,34,206,0,34,206,0
dunglas__mercure,trivy,61,127,22,56,132,27,28,160,0,28,160,0,34,154,0,34,154,0
dunglas__mercure,cdxgen,50,123,33,47,126,36,28,145,0,28,145,0,34,139,0,34,139,0
dunglas__mercure,cyclonedx-gomod,41,0,42,41,0,42,24,17,4,24,17,4,24,17,10,24,17,10
dustinblackman__gomodrun,syft,35,412,8,23,431,20,6,441,0,6,448,0,14,433,2,7,447,9
dustinblackman__gomodrun,trivy,32,414,11,20,433,23,6,440,0,6,447,0,14,432,2,7,446,9
dustinblackman__gomodrun,cdxgen,32,413,11,20,432,23,6,439,0,6,446,0,14,431,2,7,445,9
dustinblackman__gomodrun,cyclonedx-gomod,7,0,36,7,0,36,6,1,0,6,1,0,5,2,11,4,3,12
dwin__goArgonPass,syft,9,0,6,9,0,6,2,7,0,2,7,0,6,3,0,6,3,0
dwin__goArgonPass,trivy,15,0,0,15,0,0,2,13,0,2,13,0,6,9,0,6,9,0
dwin__goArgonPass,cdxgen,2,0,13,2,0,13,2,0,0,2,0,0,2,0,4,2,0,4
dwin__goArgonPass,cyclonedx-gomod,2,0,13,2,0,13,2,0,0,2,0,0,2,0,4,2,0,4
dwin__goSecretBoxPassword,syft,8,0,0,8,0,0,2,6,0,2,6,0,4,4,0,4,4,0
dwin__goSecretBoxPassword,trivy,8,0,0,8,0,0,2,6,0,2,6,0,4,4,0,4,4,0
dwin__goSecretBoxPassword,cdxgen,4,0,4,4,0,4,2,2,0,2,2,0,4,0,0,4,0,0
dwin__goSecretBoxPassword,cyclonedx-gomod,2,0,6,2,0,6,2,0,0,2,0,0,2,0,2,2,0,2
e-XpertSolutions__go-cluster,syft,2,0,12,2,0,12,1,1,0,1,1,0,1,1,0,1,1,0
e-XpertSolutions__go-cluster,trivy,14,0,0,14,0,0,1,13,0,1,13,0,1,13,0,1,13,0
e-XpertSolutions__go-cluster,cdxgen,1,0,13,1,0,13,1,0,0,1,0,0,1,0,0,1,0,0
e-XpertSolutions__go-cluster,cyclonedx-gomod,1,0,13,1,0,13,1,0,0,1,0,0,1,0,0,1,0,0
eaburns__Watch,syft,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
eaburns__Watch,trivy,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
eaburns__Watch,cdxgen,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
eaburns__Watch,cyclonedx-gomod,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
editorconfig__editorconfig-core-go,syft,7,0,3,7,0,3,3,4,0,3,4,0,3,4,0,1,6,2
editorconfig__editorconfig-core-go,trivy,10,0,0,10,0,0,3,7,0,3,7,0,3,7,0,1,9,2
editorconfig__editorconfig-core-go,cdxgen,3,0,7,3,0,7,3,0,0,3,0,0,3,0,0,1,2,2
editorconfig__editorconfig-core-go,cyclonedx-gomod,3,0,7,3,0,7,3,0,0,3,0,0,3,0,0,1,2,2
eduardonunesp__sslb,syft,12,0,2,12,0,2,7,5,0,7,5,0,7,5,0,7,5,0
eduardonunesp__sslb,trivy,9,0,5,9,0,5,7,2,0,7,2,0,7,2,0,7,2,0
eduardonunesp__sslb,cdxgen,7,0,7,7,0,7,7,0,0,7,0,0,7,0,0,7,0,0
eduardonunesp__sslb,cyclonedx-gomod,8,0,6,8,0,6,7,1,0,7,1,0,7,1,0,7,1,0
eduncan911__podcast,syft,6,0,1,6,1,1,1,5,0,1,6,0,5,1,0,5,2,0
eduncan911__podcast,trivy,7,0,0,7,1,0,1,6,0,1,7,0,5,2,0,5,3,0
eduncan911__podcast,cdxgen,5,0,2,5,0,2,1,4,0,1,4,0,5,0,0,5,0,0
eduncan911__podcast,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
edwingeng__doublejump,syft,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0
edwingeng__doublejump,trivy,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0
edwingeng__doublejump,cdxgen,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
edwingeng__doublejump,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
edwingeng__hotswap,syft,24,0,148,24,0,148,16,8,0,16,8,0,16,8,0,16,8,0
edwingeng__hotswap,trivy,17,0,155,17,0,155,16,1,0,16,1,0,16,1,0,16,1,0
edwingeng__hotswap,cdxgen,16,0,156,16,0,156,16,0,0,16,0,0,16,0,0,16,0,0
edwingeng__hotswap,cyclonedx-gomod,17,0,155,17,0,155,16,1,0,16,1,0,16,1,0,16,1,0
edwingeng__wuid,syft,38,0,8,38,0,8,21,17,0,21,17,0,21,17,0,21,17,0
edwingeng__wuid,trivy,23,0,23,23,0,23,21,2,0,21,2,0,21,2,0,21,2,0
edwingeng__wuid,cdxgen,21,0,25,21,0,25,21,0,0,21,0,0,21,0,0,21,0,0
edwingeng__wuid,cyclonedx-gomod,21,0,25,21,0,25,21,0,0,21,0,0,21,0,0,21,0,0
elC0mpa__aws-doctor,syft,92,1,22,92,1,22,86,7,0,86,7,0,50,43,0,30,63,20
elC0mpa__aws-doctor,trivy,89,2,25,89,2,25,86,5,0,86,5,0,50,41,0,30,61,20
elC0mpa__aws-doctor,cdxgen,86,0,28,86,0,28,86,0,0,86,0,0,50,36,0,30,56,20
elC0mpa__aws-doctor,cyclonedx-gomod,88,0,26,88,0,26,85,3,1,85,3,1,49,39,1,29,59,21
elazarl__goproxy,syft,8,5,7,8,10,7,2,11,0,2,16,0,7,6,0,7,11,0
elazarl__goproxy,trivy,7,5,8,7,10,8,2,10,0,2,15,0,7,5,0,7,10,0
elazarl__goproxy,cdxgen,3,3,12,3,5,12,2,4,0,2,6,0,3,3,4,3,5,4
elazarl__goproxy,cyclonedx-gomod,2,0,13,2,0,13,2,0,0,2,0,0,2,0,5,2,0,5
elgohr__go-localstack,syft,102,0,14,102,0,14,62,40,0,62,40,0,67,35,0,67,35,0
elgohr__go-localstack,trivy,81,0,35,81,0,35,62,19,0,62,19,0,67,14,0,67,14,0
elgohr__go-localstack,cdxgen,81,0,35,81,0,35,62,19,0,62,19,0,67,14,0,67,14,0
elgohr__go-localstack,cyclonedx-gomod,68,0,48,68,0,48,62,6,0,62,6,0,62,6,5,62,6,5
elgopher__pi,syft,22,0,20,22,0,20,10,12,0,10,12,0,14,8,0,7,15,7
elgopher__pi,trivy,21,0,21,21,0,21,10,11,0,10,11,0,14,7,0,7,14,7
elgopher__pi,cdxgen,10,0,32,10,0,32,10,0,0,10,0,0,10,0,4,4,6,10
elgopher__pi,cyclonedx-gomod,15,0,27,15,0,27,10,5,0,10,5,0,10,5,4,4,11,10
elgs__gojq,syft,5,0,0,5,0,0,1,4,0,1,4,0,1,4,0,1,4,0
elgs__gojq,trivy,5,0,0,5,0,0,1,4,0,1,4,0,1,4,0,1,4,0
elgs__gojq,cdxgen,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
elgs__gojq,cyclonedx-gomod,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
elithrar__simple-scrypt,syft,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
elithrar__simple-scrypt,trivy,5,0,0,5,0,0,1,4,0,1,4,0,1,4,0,1,4,0
elithrar__simple-scrypt,cdxgen,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
elithrar__simple-scrypt,cyclonedx-gomod,1,0,4,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0
elliotwutingfeng__go-fasttld,syft,22,0,10,22,0,10,13,9,0,13,9,0,16,6,0,5,17,11
elliotwutingfeng__go-fasttld,trivy,17,0,15,17,0,15,13,4,0,13,4,0,16,1,0,5,12,11
elliotwutingfeng__go-fasttld,cdxgen,13,0,19,13,0,19,13,0,0,13,0,0,13,0,3,2,11,14
elliotwutingfeng__go-fasttld,cyclonedx-gomod,14,0,18,14,0,18,13,1,0,13,1,0,13,1,3,2,12,14
elves__elvish,syft,13,2,1,13,3,1,7,8,0,7,9,0,8,7,0,5,11,3
elves__elvish,trivy,14,2,0,14,3,0,7,9,0,7,10,0,8,8,0,5,12,3
elves__elvish,cdxgen,8,1,6,7,2,7,7,2,0,7,2,0,8,1,0,4,5,4
elves__elvish,cyclonedx-gomod,7,0,7,7,0,7,7,0,0,7,0,0,7,0,1,4,3,4
embano1__memlog,syft,4,0,3,4,0,3,1,3,0,1,3,0,4,0,0,3,1,1
embano1__memlog,trivy,4,0,3,4,0,3,1,3,0,1,3,0,4,0,0,3,1,1
embano1__memlog,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,3,1,0,3
embano1__memlog,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,3,1,0,3
emersion__go-imap,syft,2,0,10,2,0,10,2,0,0,2,0,0,2,0,0,2,0,0
emersion__go-imap,trivy,12,0,0,12,0,0,2,10,0,2,10,0,2,10,0,2,10,0
emersion__go-imap,cdxgen,2,0,10,2,0,10,2,0,0,2,0,0,2,0,0,2,0,0
emersion__go-imap,cyclonedx-gomod,2,0,10,2,0,10,2,0,0,2,0,0,2,0,0,2,0,0
emersion__go-message,syft,1,0,9,1,0,9,1,0,0,1,0,0,1,0,0,1,0,0
emersion__go-message,trivy,10,0,0,10,0,0,1,9,0,1,9,0,1,9,0,1,9,0
emersion__go-message,cdxgen,1,0,9,1,0,9,1,0,0,1,0,0,1,0,0,1,0,0
emersion__go-message,cyclonedx-gomod,1,0,9,1,0,9,1,0,0,1,0,0,1,0,0,1,0,0
emicklei__mora,syft,20,0,19,20,0,19,12,8,0,12,8,0,12,8,0,12,8,0
emicklei__mora,trivy,39,0,0,39,0,0,12,27,0,12,27,0,12,27,0,12,27,0
emicklei__mora,cdxgen,12,0,27,12,0,27,12,0,0,12,0,0,12,0,0,12,0,0
emicklei__mora,cyclonedx-gomod,12,0,27,12,0,27,12,0,0,12,0,0,12,0,0,12,0,0
emitter-io__emitter,syft,78,0,59,78,0,59,59,19,0,59,19,0,59,19,0,59,19,0
emitter-io__emitter,trivy,60,0,77,60,0,77,59,1,0,59,1,0,59,1,0,59,1,0
emitter-io__emitter,cdxgen,59,0,78,59,0,78,59,0,0,59,0,0,59,0,0,59,0,0
emitter-io__emitter,cyclonedx-gomod,58,0,79,58,0,79,58,0,1,58,0,1,58,0,1,58,0,1
emperror__emperror,syft,7,0,1,7,0,1,4,3,0,4,3,0,4,3,0,4,3,0
emperror__emperror,trivy,8,0,0,8,0,0,4,4,0,4,4,0,4,4,0,4,4,0
emperror__emperror,cdxgen,4,0,4,4,0,4,4,0,0,4,0,0,4,0,0,4,0,0
emperror__emperror,cyclonedx-gomod,4,0,4,4,0,4,4,0,0,4,0,0,4,0,0,4,0,0
emperror__errors,syft,6,0,1,6,0,1,3,3,0,3,3,0,3,3,0,3,3,0
emperror__errors,trivy,7,0,0,7,0,0,3,4,0,3,4,0,3,4,0,3,4,0
emperror__errors,cdxgen,3,0,4,3,0,4,3,0,0,3,0,0,3,0,0,3,0,0
emperror__errors,cyclonedx-gomod,3,0,4,3,0,4,3,0,0,3,0,0,3,0,0,3,0,0
emvi__hide,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
emvi__hide,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
emvi__hide,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
emvi__hide,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
energye__energy,syft,7,0,1,7,0,1,5,2,0,5,2,0,5,2,0,5,2,0
energye__energy,trivy,8,0,0,8,0,0,5,3,0,5,3,0,5,3,0,5,3,0
energye__energy,cdxgen,7,0,1,7,0,1,5,2,0,5,2,0,5,2,0,5,2,0
energye__energy,cyclonedx-gomod,7,0,1,7,0,1,5,2,0,5,2,0,5,2,0,5,2,0
enetx__fsm,syft,6,0,3,6,0,3,5,1,0,5,1,0,5,1,0,1,5,4
enetx__fsm,trivy,5,0,4,5,0,4,5,0,0,5,0,0,5,0,0,1,4,4
enetx__fsm,cdxgen,5,0,4,5,0,4,5,0,0,5,0,0,5,0,0,1,4,4
enetx__fsm,cyclonedx-gomod,5,0,4,5,0,4,5,0,0,5,0,0,5,0,0,1,4,4
enetx__g,syft,5,0,3,5,0,3,4,1,0,4,1,0,4,1,0,4,1,0
enetx__g,trivy,8,0,0,8,0,0,4,4,0,4,4,0,4,4,0,4,4,0
enetx__g,cdxgen,4,0,4,4,0,4,4,0,0,4,0,0,4,0,0,4,0,0
enetx__g,cyclonedx-gomod,4,0,4,4,0,4,4,0,0,4,0,0,4,0,0,4,0,0
enetx__surf,syft,21,0,8,21,0,8,15,6,0,15,6,0,15,6,0,15,6,0
enetx__surf,trivy,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
enetx__surf,cdxgen,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
enetx__surf,cyclonedx-gomod,15,0,14,15,0,14,15,0,0,15,0,0,15,0,0,15,0,0
enetx__tg,syft,8,0,3,8,0,3,7,1,0,7,1,0,7,1,0,1,7,6
enetx__tg,trivy,7,0,4,7,0,4,7,0,0,7,0,0,7,0,0,1,6,6
enetx__tg,cdxgen,7,0,4,7,0,4,7,0,0,7,0,0,7,0,0,1,6,6
enetx__tg,cyclonedx-gomod,7,0,4,7,0,4,7,0,0,7,0,0,7,0,0,1,6,6
esimov__gogu,syft,7,0,5,7,0,5,2,5,0,2,5,0,6,1,2,4,3,4
esimov__gogu,trivy,6,0,6,6,0,6,2,4,0,2,4,0,6,0,2,4,2,4
esimov__gogu,cdxgen,2,0,10,2,0,10,2,0,0,2,0,0,2,0,6,1,1,7
esimov__gogu,cyclonedx-gomod,2,0,10,2,0,10,2,0,0,2,0,0,2,0,6,1,1,7
essentialkaos__branca,syft,6,0,7,6,0,7,2,4,0,2,4,0,6,0,0,6,0,0
essentialkaos__branca,trivy,6,0,7,6,0,7,2,4,0,2,4,0,6,0,0,6,0,0
essentialkaos__branca,cdxgen,2,0,11,2,0,11,2,0,0,2,0,0,2,0,4,2,0,4
essentialkaos__branca,cyclonedx-gomod,2,0,11,2,0,11,2,0,0,2,0,0,2,0,4,2,0,4
esurdam__go-sophos,syft,0,3,0,0,3,0,2,1,0,2,1,0,2,1,0,2,1,0
esurdam__go-sophos,trivy,0,3,0,0,3,0,2,1,0,2,1,0,2,1,0,2,1,0
esurdam__go-sophos,cdxgen,0,2,0,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0
esurdam__go-sophos,cyclonedx-gomod,0,2,0,0,2,0,2,0,0,2,0,0,2,0,0,2,0,0
esurdam__go-swagger-ui,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
esurdam__go-swagger-ui,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
esurdam__go-swagger-ui,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
esurdam__go-swagger-ui,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
etcd-io__bbolt,syft,16,0,49,16,0,49,7,9,0,7,9,0,9,7,0,9,7,0
etcd-io__bbolt,trivy,14,0,51,14,0,51,7,7,0,7,7,0,9,5,0,9,5,0
etcd-io__bbolt,cdxgen,7,0,58,7,0,58,7,0,0,7,0,0,7,0,2,7,0,2
etcd-io__bbolt,cyclonedx-gomod,10,0,55,10,0,55,4,6,3,4,6,3,5,5,4,5,5,4
etcd-io__raft,syft,8,55,2,8,56,2,6,57,0,6,58,0,6,57,0,6,58,0
etcd-io__raft,trivy,7,56,3,6,57,4,6,57,0,6,57,0,6,57,0,6,57,0
etcd-io__raft,cdxgen,7,55,3,6,56,4,6,56,0,6,56,0,6,56,0,6,56,0
etcd-io__raft,cyclonedx-gomod,4,0,6,4,0,6,4,0,2,4,0,2,4,0,2,4,0,2
evrone__go-clean-template,syft,454,0,364,454,0,364,67,387,0,67,387,0,71,383,0,47,407,24
evrone__go-clean-template,trivy,420,0,398,420,0,398,67,353,0,67,353,0,71,349,0,47,373,24
evrone__go-clean-template,cdxgen,67,0,751,67,0,751,67,0,0,67,0,0,66,1,5,42,25,29
evrone__go-clean-template,cyclonedx-gomod,415,0,403,415,0,403,67,348,0,67,348,0,67,348,4,43,372,28
extism__go-sdk,syft,13,17,21,13,21,21,7,23,0,7,27,0,11,19,0,11,23,0
extism__go-sdk,trivy,11,18,23,11,22,23,7,22,0,7,26,0,11,18,0,11,22,0
extism__go-sdk,cdxgen,7,1,27,7,5,27,7,1,0,7,5,0,7,1,4,7,5,4
extism__go-sdk,cyclonedx-gomod,7,0,27,7,0,27,7,0,0,7,0,0,7,0,4,7,0,4
faabiosr__cachego,syft,24,0,7,24,0,7,16,8,0,16,8,0,17,7,0,17,7,0
faabiosr__cachego,trivy,17,0,14,17,0,14,16,1,0,16,1,0,17,0,0,17,0,0
faabiosr__cachego,cdxgen,16,0,15,16,0,15,16,0,0,16,0,0,16,0,1,16,0,1
faabiosr__cachego,cyclonedx-gomod,16,0,15,16,0,15,16,0,0,16,0,0,16,0,1,16,0,1
faabiosr__echo-middleware,syft,35,0,32,35,0,32,28,7,0,28,7,0,28,7,0,28,7,0
faabiosr__echo-middleware,trivy,29,0,38,29,0,38,28,1,0,28,1,0,28,1,0,28,1,0
faabiosr__echo-middleware,cdxgen,28,0,39,28,0,39,28,0,0,28,0,0,28,0,0,28,0,0
faabiosr__echo-middleware,cyclonedx-gomod,29,0,38,29,0,38,28,1,0,28,1,0,28,1,0,28,1,0
fabiocicerchia__go-proxy-cache,syft,72,0,20,72,0,20,47,25,0,47,25,0,41,31,8,13,59,36
fabiocicerchia__go-proxy-cache,trivy,56,0,36,56,0,36,47,9,0,47,9,0,41,15,8,13,43,36
fabiocicerchia__go-proxy-cache,cdxgen,47,0,45,47,0,45,47,0,0,47,0,0,37,10,12,11,36,38
fabiocicerchia__go-proxy-cache,cyclonedx-gomod,49,0,43,49,0,43,46,3,1,46,3,1,36,13,13,11,38,38
facebook__ent,syft,62,20,29,53,44,38,37,45,0,37,60,0,44,38,0,44,53,0
facebook__ent,trivy,57,11,34,49,29,42,37,31,0,37,41,0,44,24,0,44,34,0
facebook__ent,cdxgen,44,7,47,38,20,53,37,14,0,37,21,0,38,13,6,38,20,6
facebook__ent,cyclonedx-gomod,36,0,55,36,0,55,35,1,2,35,1,2,35,1,9,35,1,9
failsafe-go__failsafe-go,syft,19,0,24,19,0,24,12,7,0,12,7,0,12,7,0,12,7,0
failsafe-go__failsafe-go,trivy,15,0,28,15,0,28,12,3,0,12,3,0,12,3,0,12,3,0
failsafe-go__failsafe-go,cdxgen,12,0,31,12,0,31,12,0,0,12,0,0,12,0,0,12,0,0
failsafe-go__failsafe-go,cyclonedx-gomod,12,0,31,12,0,31,12,0,0,12,0,0,12,0,0,12,0,0
fastschema__fastschema,syft,270,0,99,270,0,99,150,120,0,150,120,0,150,120,0,150,120,0
fastschema__fastschema,trivy,161,0,208,161,0,208,150,11,0,150,11,0,150,11,0,150,11,0
fastschema__fastschema,cdxgen,150,0,219,150,0,219,150,0,0,150,0,0,150,0,0,150,0,0
fastschema__fastschema,cyclonedx-gomod,159,0,210,159,0,210,149,10,1,149,10,1,149,10,1,149,10,1
fawick__speedtest-resize,syft,6,0,1,6,0,1,6,0,0,6,0,0,6,0,0,6,0,0
fawick__speedtest-resize,trivy,7,0,0,7,0,0,6,1,0,6,1,0,6,1,0,6,1,0
fawick__speedtest-resize,cdxgen,6,0,1,6,0,1,6,0,0,6,0,0,6,0,0,6,0,0
fawick__speedtest-resize,cyclonedx-gomod,6,0,1,6,0,1,6,0,0,6,0,0,6,0,0,6,0,0
fclairamb__ftpserverlib,syft,8,1,5,8,1,5,3,6,0,3,6,0,7,2,1,6,3,2
fclairamb__ftpserverlib,trivy,7,1,6,7,1,6,3,5,0,3,5,0,7,1,1,6,2,2
fclairamb__ftpserverlib,cdxgen,3,0,10,3,0,10,3,0,0,3,0,0,3,0,5,2,1,6
fclairamb__ftpserverlib,cyclonedx-gomod,3,0,10,3,0,10,3,0,0,3,0,0,3,0,5,2,1,6
ferama__rospo,syft,34,0,10,34,0,10,22,12,0,22,12,0,22,12,1,13,21,10
ferama__rospo,trivy,30,0,14,30,0,14,22,8,0,22,8,0,22,8,1,13,17,10
ferama__rospo,cdxgen,22,0,22,22,0,22,22,0,0,22,0,0,22,0,1,13,9,10
