repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_gosum_only,fp_sibling
anthdm__hollywood,trivy,44,0,73,38,6,0,42,2,0,44,0,73,38,6,0,42,2,0,4,0,0,2,0,0
anthdm__hollywood,cdxgen,38,0,79,38,0,0,38,0,4,38,0,79,38,0,0,38,0,4,0,0,0,0,0,0
anthdm__hollywood,cyclonedx-gomod,39,0,78,38,1,0,38,1,4,39,0,78,38,1,0,38,1,4,0,0,0,1,0,0
elves__elvish,syft,13,2,1,7,8,0,8,7,0,13,3,1,7,9,0,8,8,0,1,0,0,0,5,2
elves__elvish,trivy,13,2,1,7,8,0,8,7,0,13,3,1,7,9,0,8,8,0,1,0,0,0,5,2
elves__elvish,cdxgen,8,1,6,7,2,0,8,1,0,7,2,7,7,2,0,7,2,1,1,0,0,0,0,1
elves__elvish,cyclonedx-gomod,7,0,7,7,0,0,7,0,1,7,0,7,7,0,0,7,0,1,0,0,0,0,0,0
garethgeorge__backrest,syft,86,0,44,44,42,0,50,36,0,86,0,44,44,42,0,50,36,0,6,2,1,6,27,0
garethgeorge__backrest,trivy,59,0,71,44,15,0,50,9,0,59,0,71,44,15,0,50,9,0,6,2,1,6,0,0
garethgeorge__backrest,cdxgen,59,0,71,44,15,0,50,9,0,59,0,71,44,15,0,50,9,0,6,2,1,6,0,0
garethgeorge__backrest,cyclonedx-gomod,52,0,78,44,8,0,44,8,6,52,0,78,44,8,0,44,8,6,0,2,1,5,0,0
qiniu__qmgo,syft,24,0,8,16,8,0,21,3,0,24,0,8,16,8,0,21,3,0,5,0,0,0,3,0
qiniu__qmgo,trivy,32,0,0,16,16,0,21,11,0,32,0,0,16,16,0,21,11,0,5,0,0,0,11,0
qiniu__qmgo,cdxgen,16,0,16,16,0,0,16,0,5,16,0,16,16,0,0,16,0,5,0,0,0,0,0,0
qiniu__qmgo,cyclonedx-gomod,16,0,16,16,0,0,16,0,5,16,0,16,16,0,0,16,0,5,0,0,0,0,0,0
zerosnake0__goctx,syft,7,0,1,1,6,0,6,1,0,7,0,1,1,6,0,6,1,0,5,0,0,0,1,0
zerosnake0__goctx,trivy,8,0,0,1,7,0,6,2,0,8,0,0,1,7,0,6,2,0,5,0,0,0,2,0
zerosnake0__goctx,cdxgen,1,0,7,1,0,0,1,0,5,1,0,7,1,0,0,1,0,5,0,0,0,0,0,0
zerosnake0__goctx,cyclonedx-gomod,1,0,7,1,0,0,1,0,5,1,0,7,1,0,0,1,0,5,0,0,0,0,0,0
rakyll__hey,syft,NA
rakyll__hey,trivy,NA
rakyll__hey,cdxgen,NA
rakyll__hey,cyclonedx-gomod,NA
koss-null__FuncFrog,syft,9,0,9,1,8,0,5,4,0,9,0,9,1,8,0,5,4,0,4,0,1,2,1,0
koss-null__FuncFrog,trivy,8,0,10,1,7,0,5,3,0,8,0,10,1,7,0,5,3,0,4,0,1,2,0,0
koss-null__FuncFrog,cdxgen,1,0,17,1,0,0,1,0,4,1,0,17,1,0,0,1,0,4,0,0,0,0,0,0
koss-null__FuncFrog,cyclonedx-gomod,1,0,17,1,0,0,1,0,4,1,0,17,1,0,0,1,0,4,0,0,0,0,0,0
ceshihao__windowsupdate,syft,2,3,0,1,4,0,1,4,0,2,3,0,1,4,0,1,4,0,0,1,0,0,0,3
ceshihao__windowsupdate,trivy,2,3,0,1,4,0,1,4,0,2,3,0,1,4,0,1,4,0,0,1,0,0,0,3
ceshihao__windowsupdate,cdxgen,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
ceshihao__windowsupdate,cyclonedx-gomod,2,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0
uptrace__bun,syft,17,127,5,9,135,0,13,131,0,17,136,5,9,144,0,13,140,0,4,0,0,2,2,127
uptrace__bun,trivy,17,102,5,9,110,0,13,106,0,17,106,5,9,114,0,13,110,0,4,0,0,2,2,102
uptrace__bun,cdxgen,11,61,11,9,63,0,11,61,2,11,61,11,9,63,0,11,61,2,2,0,0,0,0,61
uptrace__bun,cyclonedx-gomod,9,0,13,9,0,0,9,0,4,9,0,13,9,0,0,9,0,4,0,0,0,0,0,0
xwjdsh__awesome-go-extra,syft,22,0,72,9,13,0,9,13,0,22,0,72,9,13,0,9,13,0,0,0,3,10,0,0
xwjdsh__awesome-go-extra,trivy,94,0,0,9,85,0,9,85,0,94,0,0,9,85,0,9,85,0,0,0,3,10,72,0
xwjdsh__awesome-go-extra,cdxgen,9,0,85,9,0,0,9,0,0,9,0,85,9,0,0,9,0,0,0,0,0,0,0,0
xwjdsh__awesome-go-extra,cyclonedx-gomod,9,0,85,9,0,0,9,0,0,9,0,85,9,0,0,9,0,0,0,0,0,0,0,0
EngoEngine__engo,syft,31,0,14,17,14,0,21,10,0,31,0,14,17,14,0,21,10,0,4,1,5,4,0,0
EngoEngine__engo,trivy,31,0,14,17,14,0,21,10,0,31,0,14,17,14,0,21,10,0,4,1,5,4,0,0
EngoEngine__engo,cdxgen,17,0,28,17,0,0,17,0,4,17,0,28,17,0,0,17,0,4,0,0,0,0,0,0
EngoEngine__engo,cyclonedx-gomod,24,0,21,17,7,0,17,7,4,24,0,21,17,7,0,17,7,4,0,1,5,1,0,0
ovh__utask,syft,118,0,42,84,34,0,85,33,0,118,0,42,84,34,0,85,33,0,1,1,0,13,19,0
ovh__utask,trivy,99,0,61,84,15,0,85,14,0,99,0,61,84,15,0,85,14,0,1,1,0,13,0,0
ovh__utask,cdxgen,84,0,76,84,0,0,84,0,1,84,0,76,84,0,0,84,0,1,0,0,0,0,0,0
ovh__utask,cyclonedx-gomod,97,0,63,84,13,0,84,13,1,97,0,63,84,13,0,84,13,1,0,1,0,12,0,0
Masterminds__squirrel,syft,5,7,0,2,10,0,5,7,0,5,8,0,2,11,0,5,8,0,3,0,0,0,0,7
Masterminds__squirrel,trivy,5,14,0,2,17,0,5,14,0,5,15,0,2,18,0,5,15,0,3,0,0,0,0,14
Masterminds__squirrel,cdxgen,2,0,3,2,0,0,2,0,3,2,0,3,2,0,0,2,0,3,0,0,0,0,0,0
Masterminds__squirrel,cyclonedx-gomod,2,0,3,2,0,0,2,0,3,2,0,3,2,0,0,2,0,3,0,0,0,0,0,0
rjeczalik__interfaces,syft,1,0,5,1,0,0,1,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0
rjeczalik__interfaces,trivy,6,0,0,1,5,0,1,5,0,6,0,0,1,5,0,1,5,0,0,0,0,0,5,0
rjeczalik__interfaces,cdxgen,1,0,5,1,0,0,1,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0
rjeczalik__interfaces,cyclonedx-gomod,1,0,5,1,0,0,1,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0
goreleaser__goreleaser,syft,463,3,470,336,130,0,363,103,0,463,3,470,336,130,0,363,103,0,27,4,0,5,91,3
goreleaser__goreleaser,trivy,372,4,561,336,40,0,363,13,0,372,4,561,336,40,0,363,13,0,27,4,0,5,0,4
goreleaser__goreleaser,cdxgen,336,1,597,336,1,0,336,1,27,336,1,597,336,1,0,336,1,27,0,0,0,0,0,1
goreleaser__goreleaser,cyclonedx-gomod,340,0,593,332,8,4,332,8,31,340,0,593,332,8,4,332,8,31,0,4,0,4,0,0
golang__tools,syft,8,30,2,5,33,0,6,32,0,8,31,2,5,34,0,6,33,0,1,1,0,0,0,31
golang__tools,trivy,8,23,2,5,26,0,6,25,0,8,24,2,5,27,0,6,26,0,1,1,0,0,0,24
golang__tools,cdxgen,8,17,2,5,20,0,6,19,0,7,18,3,5,20,0,5,20,1,1,1,0,0,0,18
golang__tools,cyclonedx-gomod,6,0,4,5,1,0,5,1,1,6,0,4,5,1,0,5,1,1,0,1,0,0,0,0
PuerkitoBio__goquery,syft,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
PuerkitoBio__goquery,trivy,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
PuerkitoBio__goquery,cdxgen,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
PuerkitoBio__goquery,cyclonedx-gomod,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
tomlazar__table,syft,11,0,1,6,5,0,10,1,0,11,0,1,6,5,0,10,1,0,4,0,0,0,1,0
tomlazar__table,trivy,12,0,0,6,6,0,10,2,0,12,0,0,6,6,0,10,2,0,4,0,0,0,2,0
tomlazar__table,cdxgen,6,0,6,6,0,0,6,0,4,6,0,6,6,0,0,6,0,4,0,0,0,0,0,0
tomlazar__table,cyclonedx-gomod,6,0,6,6,0,0,6,0,4,6,0,6,6,0,0,6,0,4,0,0,0,0,0,0
gagliardetto__solana-go,syft,97,0,36,66,31,0,77,20,0,97,0,36,66,31,0,77,20,0,11,1,0,1,18,0
gagliardetto__solana-go,trivy,79,0,54,66,13,0,77,2,0,79,0,54,66,13,0,77,2,0,11,1,0,1,0,0
gagliardetto__solana-go,cdxgen,66,0,67,66,0,0,66,0,11,66,0,67,66,0,0,66,0,11,0,0,0,0,0,0
gagliardetto__solana-go,cyclonedx-gomod,67,0,66,66,1,0,66,1,11,67,0,66,66,1,0,66,1,11,0,1,0,0,0,0
create-go-app__cli,syft,50,0,14,28,22,0,28,22,0,50,0,14,28,22,0,28,22,0,0,2,0,0,20,0
create-go-app__cli,trivy,30,0,34,28,2,0,28,2,0,30,0,34,28,2,0,28,2,0,0,2,0,0,0,0
create-go-app__cli,cdxgen,28,0,36,28,0,0,28,0,0,28,0,36,28,0,0,28,0,0,0,0,0,0,0,0
create-go-app__cli,cyclonedx-gomod,30,0,34,28,2,0,28,2,0,30,0,34,28,2,0,28,2,0,0,2,0,0,0,0
asticode__go-astiav,syft,6,0,1,1,5,0,5,1,0,6,0,1,1,5,0,5,1,0,4,0,0,0,1,0
asticode__go-astiav,trivy,5,0,2,1,4,0,5,0,0,5,0,2,1,4,0,5,0,0,4,0,0,0,0,0
asticode__go-astiav,cdxgen,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
asticode__go-astiav,cyclonedx-gomod,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
pikoci__pikoci,syft,144,18,40,64,98,0,67,95,0,132,45,52,64,113,0,67,110,0,3,3,1,17,35,39
pikoci__pikoci,trivy,113,12,71,64,61,0,67,58,0,96,36,88,64,68,0,67,65,0,3,3,1,17,7,30
pikoci__pikoci,cdxgen,90,11,94,64,37,0,64,37,3,72,35,112,64,43,0,64,43,3,0,0,0,2,7,28
pikoci__pikoci,cyclonedx-gomod,79,0,105,64,15,0,64,15,3,79,0,105,64,15,0,64,15,3,0,3,0,12,0,0
MonaxGT__gomalshare,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
appleboy__easyssh-proxy,syft,10,1,4,3,8,0,7,4,0,10,1,4,3,8,0,7,4,0,4,0,0,1,2,1
appleboy__easyssh-proxy,trivy,8,1,6,3,6,0,7,2,0,8,1,6,3,6,0,7,2,0,4,0,0,1,0,1
appleboy__easyssh-proxy,cdxgen,3,0,11,3,0,0,3,0,4,3,0,11,3,0,0,3,0,4,0,0,0,0,0,0
appleboy__easyssh-proxy,cyclonedx-gomod,4,0,10,3,1,0,3,1,4,4,0,10,3,1,0,3,1,4,0,0,0,1,0,0
samber__lo,syft,10,1,8,1,10,0,7,4,0,10,1,8,1,10,0,7,4,0,6,0,0,3,0,1
samber__lo,trivy,10,1,8,1,10,0,7,4,0,10,1,8,1,10,0,7,4,0,6,0,0,3,0,1
samber__lo,cdxgen,1,0,17,1,0,0,1,0,6,1,0,17,1,0,0,1,0,6,0,0,0,0,0,0
samber__lo,cyclonedx-gomod,1,0,17,1,0,0,1,0,6,1,0,17,1,0,0,1,0,6,0,0,0,0,0,0
rsteube__carapace,syft,8,2,3,4,6,0,4,6,0,8,2,3,4,6,0,4,6,0,0,1,0,0,1,4
rsteube__carapace,trivy,7,2,4,4,5,0,4,5,0,7,2,4,4,5,0,4,5,0,0,1,0,0,0,4
rsteube__carapace,cdxgen,NA
rsteube__carapace,cyclonedx-gomod,6,1,5,3,4,1,3,4,1,6,1,5,3,4,1,3,4,1,0,1,0,0,0,3
oriser__regroup,syft,6,0,5,1,5,0,5,1,0,6,0,5,1,5,0,5,1,0,4,0,0,0,1,0
oriser__regroup,trivy,5,0,6,1,4,0,5,0,0,5,0,6,1,4,0,5,0,0,4,0,0,0,0,0
oriser__regroup,cdxgen,1,0,10,1,0,0,1,0,4,1,0,10,1,0,0,1,0,4,0,0,0,0,0,0
oriser__regroup,cyclonedx-gomod,1,0,10,1,0,0,1,0,4,1,0,10,1,0,0,1,0,4,0,0,0,0,0,0
bhmj__jsonslice,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bhmj__jsonslice,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bhmj__jsonslice,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bhmj__jsonslice,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OldPanda__bloomfilter,syft,6,0,14,2,4,0,2,4,0,6,0,14,2,4,0,2,4,0,0,0,0,0,4,0
OldPanda__bloomfilter,trivy,20,0,0,2,18,0,2,18,0,20,0,0,2,18,0,2,18,0,0,0,0,0,18,0
OldPanda__bloomfilter,cdxgen,2,0,18,2,0,0,2,0,0,2,0,18,2,0,0,2,0,0,0,0,0,0,0,0
OldPanda__bloomfilter,cyclonedx-gomod,2,0,18,2,0,0,2,0,0,2,0,18,2,0,0,2,0,0,0,0,0,0,0,0
meloalright__guora,syft,98,0,131,38,60,0,61,37,0,98,0,131,38,60,0,61,37,0,23,0,0,10,27,0
meloalright__guora,trivy,229,2,0,38,193,0,61,170,0,229,2,0,38,193,0,61,170,0,23,0,0,10,160,0
meloalright__guora,cdxgen,38,0,191,38,0,0,38,0,23,38,0,191,38,0,0,38,0,23,0,0,0,0,0,0
meloalright__guora,cyclonedx-gomod,NA
bobg__go-generics,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bobg__go-generics,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bobg__go-generics,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
bobg__go-generics,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
samber__ro,syft,81,46,46,3,124,0,8,119,0,78,72,49,3,147,0,8,142,0,5,0,0,3,1,115
samber__ro,trivy,80,51,47,3,128,0,8,123,0,78,73,49,3,148,0,8,143,0,5,0,0,3,1,119
samber__ro,cdxgen,NA
samber__ro,cyclonedx-gomod,69,0,58,3,66,0,7,62,1,69,0,58,3,66,0,7,62,1,4,0,0,0,0,62
joshmedeski__sesh,syft,42,0,10,36,6,0,36,6,0,42,0,10,36,6,0,36,6,0,0,1,0,0,5,0
joshmedeski__sesh,trivy,37,0,15,36,1,0,36,1,0,37,0,15,36,1,0,36,1,0,0,1,0,0,0,0
joshmedeski__sesh,cdxgen,36,0,16,36,0,0,36,0,0,36,0,16,36,0,0,36,0,0,0,0,0,0,0,0
joshmedeski__sesh,cyclonedx-gomod,36,0,16,35,1,1,35,1,1,36,0,16,35,1,1,35,1,1,0,1,0,0,0,0
matryer__moq,syft,5,6,4,3,8,0,4,7,0,5,8,4,3,10,0,4,9,0,1,0,0,0,1,6
matryer__moq,trivy,4,7,5,3,8,0,4,7,0,4,9,5,3,10,0,4,9,0,1,0,0,0,0,7
matryer__moq,cdxgen,3,2,6,3,2,0,3,2,1,3,2,6,3,2,0,3,2,1,0,0,0,0,0,2
matryer__moq,cyclonedx-gomod,3,0,6,3,0,0,3,0,1,3,0,6,3,0,0,3,0,1,0,0,0,0,0,0
goraz__onion,syft,59,0,116,15,44,0,18,41,0,59,0,116,15,44,0,18,41,0,3,0,0,8,33,0
goraz__onion,trivy,26,0,149,15,11,0,18,8,0,26,0,149,15,11,0,18,8,0,3,0,0,8,0,0
goraz__onion,cdxgen,15,0,160,15,0,0,15,0,3,15,0,160,15,0,0,15,0,3,0,0,0,0,0,0
goraz__onion,cyclonedx-gomod,15,0,160,15,0,0,15,0,3,15,0,160,15,0,0,15,0,3,0,0,0,0,0,0
greencoda__confiq,syft,9,0,0,8,1,0,8,1,0,9,0,0,8,1,0,8,1,0,0,0,0,0,1,0
greencoda__confiq,trivy,8,0,1,8,0,0,8,0,0,8,0,1,8,0,0,8,0,0,0,0,0,0,0,0
greencoda__confiq,cdxgen,8,0,1,8,0,0,8,0,0,8,0,1,8,0,0,8,0,0,0,0,0,0,0,0
greencoda__confiq,cyclonedx-gomod,8,0,1,8,0,0,8,0,0,8,0,1,8,0,0,8,0,0,0,0,0,0,0,0
pingcap__failpoint,syft,12,0,4,3,9,0,8,4,0,12,0,4,3,9,0,8,4,0,5,0,0,1,3,0
pingcap__failpoint,trivy,9,0,7,3,6,0,8,1,0,9,0,7,3,6,0,8,1,0,5,0,0,1,0,0
pingcap__failpoint,cdxgen,3,0,13,3,0,0,3,0,5,3,0,13,3,0,0,3,0,5,0,0,0,0,0,0
pingcap__failpoint,cyclonedx-gomod,3,0,13,3,0,0,3,0,5,3,0,13,3,0,0,3,0,5,0,0,0,0,0,0
etcd-io__etcd,syft,323,0,433,83,240,0,83,240,0,323,0,433,83,240,0,83,240,0,0,1,0,0,14,225
etcd-io__etcd,trivy,315,0,441,83,232,0,83,232,0,315,0,441,83,232,0,83,232,0,0,1,0,0,10,221
etcd-io__etcd,cdxgen,89,0,667,75,14,8,75,14,8,89,0,667,75,14,8,75,14,8,0,0,0,0,0,14
etcd-io__etcd,cyclonedx-gomod,308,0,448,82,226,1,82,226,1,308,0,448,82,226,1,82,226,1,0,1,0,0,5,220
napalu__goopt,syft,13,14,6,7,20,0,11,16,0,12,27,7,7,32,0,11,28,0,4,0,0,0,1,15
napalu__goopt,trivy,12,14,7,7,19,0,11,15,0,11,24,8,7,28,0,11,24,0,4,0,0,0,0,15
napalu__goopt,cdxgen,8,1,11,7,2,0,7,2,4,7,11,12,7,11,0,7,11,4,0,0,0,0,0,2
napalu__goopt,cyclonedx-gomod,7,0,12,7,0,0,7,0,4,7,0,12,7,0,0,7,0,4,0,0,0,0,0,0
mgtv-tech__jetcache-go,syft,40,0,21,14,26,0,28,12,0,40,0,21,14,26,0,28,12,0,14,0,0,5,7,0
mgtv-tech__jetcache-go,trivy,33,0,28,14,19,0,28,5,0,33,0,28,14,19,0,28,5,0,14,0,0,5,0,0
mgtv-tech__jetcache-go,cdxgen,14,0,47,14,0,0,14,0,14,14,0,47,14,0,0,14,0,14,0,0,0,0,0,0
mgtv-tech__jetcache-go,cyclonedx-gomod,19,0,42,14,5,0,14,5,14,19,0,42,14,5,0,14,5,14,0,0,0,5,0,0
kelindar__tile,syft,7,0,1,2,5,0,6,1,0,7,0,1,2,5,0,6,1,0,4,0,0,0,1,0
kelindar__tile,trivy,6,0,2,2,4,0,6,0,0,6,0,2,2,4,0,6,0,0,4,0,0,0,0,0
kelindar__tile,cdxgen,2,0,6,2,0,0,2,0,4,2,0,6,2,0,0,2,0,4,0,0,0,0,0,0
kelindar__tile,cyclonedx-gomod,2,0,6,2,0,0,2,0,4,2,0,6,2,0,0,2,0,4,0,0,0,0,0,0
go-task__task,syft,151,0,236,123,28,0,125,26,0,151,0,236,123,28,0,125,26,0,2,0,0,2,24,0
go-task__task,trivy,127,0,260,123,4,0,125,2,0,127,0,260,123,4,0,125,2,0,2,0,0,2,0,0
go-task__task,cdxgen,123,0,264,123,0,0,123,0,2,123,0,264,123,0,0,123,0,2,0,0,0,0,0,0
go-task__task,cyclonedx-gomod,123,0,264,122,1,1,122,1,3,123,0,264,122,1,1,122,1,3,0,0,0,1,0,0
neuronlabs__errors,syft,4,0,1,1,3,0,4,0,0,4,0,1,1,3,0,4,0,0,3,0,0,0,0,0
neuronlabs__errors,trivy,5,0,0,1,4,0,4,1,0,5,0,0,1,4,0,4,1,0,3,0,0,0,1,0
neuronlabs__errors,cdxgen,1,0,4,1,0,0,1,0,3,1,0,4,1,0,0,1,0,3,0,0,0,0,0,0
neuronlabs__errors,cyclonedx-gomod,1,0,4,1,0,0,1,0,3,1,0,4,1,0,0,1,0,3,0,0,0,0,0,0
kpfaulkner__borders,syft,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
kpfaulkner__borders,trivy,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
kpfaulkner__borders,cdxgen,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
kpfaulkner__borders,cyclonedx-gomod,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
panjf2000__gnet,syft,14,0,2,7,7,0,11,3,0,14,0,2,7,7,0,11,3,0,4,0,0,0,3,0
panjf2000__gnet,trivy,11,0,5,7,4,0,11,0,0,11,0,5,7,4,0,11,0,0,4,0,0,0,0,0
panjf2000__gnet,cdxgen,7,0,9,7,0,0,7,0,4,7,0,9,7,0,0,7,0,4,0,0,0,0,0,0
panjf2000__gnet,cyclonedx-gomod,7,0,9,7,0,0,7,0,4,7,0,9,7,0,0,7,0,4,0,0,0,0,0,0
rookie-ninja__rk-gin,syft,91,0,121,67,24,0,70,21,0,91,0,121,67,24,0,70,21,0,3,0,0,12,9,0
rookie-ninja__rk-gin,trivy,82,0,130,67,15,0,70,12,0,82,0,130,67,15,0,70,12,0,3,0,0,12,0,0
rookie-ninja__rk-gin,cdxgen,67,0,145,67,0,0,67,0,3,67,0,145,67,0,0,67,0,3,0,0,0,0,0,0
rookie-ninja__rk-gin,cyclonedx-gomod,79,0,133,67,12,0,67,12,3,79,0,133,67,12,0,67,12,3,0,0,0,12,0,0
kkyr__go-recipe,syft,12,0,6,8,4,0,8,4,0,12,0,6,8,4,0,8,4,0,0,0,0,1,3,0
kkyr__go-recipe,trivy,9,0,9,8,1,0,8,1,0,9,0,9,8,1,0,8,1,0,0,0,0,1,0,0
kkyr__go-recipe,cdxgen,8,0,10,8,0,0,8,0,0,8,0,10,8,0,0,8,0,0,0,0,0,0,0,0
kkyr__go-recipe,cyclonedx-gomod,8,0,10,8,0,0,8,0,0,8,0,10,8,0,0,8,0,0,0,0,0,0,0,0
gofiber__fiber,syft,24,0,5,17,7,0,22,2,0,24,0,5,17,7,0,22,2,0,5,0,0,0,2,0
gofiber__fiber,trivy,22,0,7,17,5,0,22,0,0,22,0,7,17,5,0,22,0,0,5,0,0,0,0,0
gofiber__fiber,cdxgen,17,0,12,17,0,0,17,0,5,17,0,12,17,0,0,17,0,5,0,0,0,0,0,0
gofiber__fiber,cyclonedx-gomod,17,0,12,17,0,0,17,0,5,17,0,12,17,0,0,17,0,5,0,0,0,0,0,0
Evertras__bubble-table,syft,27,0,8,19,8,0,23,4,0,27,0,8,19,8,0,23,4,0,4,0,0,0,4,0
Evertras__bubble-table,trivy,23,0,12,19,4,0,23,0,0,23,0,12,19,4,0,23,0,0,4,0,0,0,0,0
Evertras__bubble-table,cdxgen,19,0,16,19,0,0,19,0,4,19,0,16,19,0,0,19,0,4,0,0,0,0,0,0
Evertras__bubble-table,cyclonedx-gomod,19,0,16,19,0,0,19,0,4,19,0,16,19,0,0,19,0,4,0,0,0,0,0,0
raviqqe__muffet,syft,27,0,8,17,10,0,22,5,0,27,0,8,17,10,0,22,5,0,5,0,0,3,2,0
raviqqe__muffet,trivy,25,0,10,17,8,0,22,3,0,25,0,10,17,8,0,22,3,0,5,0,0,3,0,0
raviqqe__muffet,cdxgen,17,0,18,17,0,0,17,0,5,17,0,18,17,0,0,17,0,5,0,0,0,0,0,0
raviqqe__muffet,cyclonedx-gomod,17,0,18,17,0,0,17,0,5,17,0,18,17,0,0,17,0,5,0,0,0,0,0,0
gookit__rux,syft,6,61,2,6,61,0,6,61,0,6,82,2,6,82,0,6,82,0,0,0,0,0,0,61
gookit__rux,trivy,8,68,0,6,70,0,6,70,0,6,96,2,6,96,0,6,96,0,0,0,0,0,0,70
gookit__rux,cdxgen,6,34,2,6,34,0,6,34,0,6,51,2,6,51,0,6,51,0,0,0,0,0,0,34
gookit__rux,cyclonedx-gomod,6,0,2,6,0,0,6,0,0,6,0,2,6,0,0,6,0,0,0,0,0,0,0,0
oakmound__oak,syft,20,2,10,14,8,0,14,8,0,20,3,10,14,9,0,14,9,0,0,3,2,1,0,2
oakmound__oak,trivy,20,2,10,14,8,0,14,8,0,20,3,10,14,9,0,14,9,0,0,3,2,1,0,2
oakmound__oak,cdxgen,14,1,16,14,1,0,14,1,0,14,1,16,14,1,0,14,1,0,0,0,0,0,0,1
oakmound__oak,cyclonedx-gomod,20,0,10,14,6,0,14,6,0,20,0,10,14,6,0,14,6,0,0,3,2,1,0,0
Lifailon__lazyjournal,syft,11,0,9,10,1,0,10,1,0,11,0,9,10,1,0,10,1,0,0,0,0,0,0,2
Lifailon__lazyjournal,trivy,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,1
Lifailon__lazyjournal,cdxgen,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0
Lifailon__lazyjournal,cyclonedx-gomod,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0
tmc__langchaingo,syft,358,79,525,246,191,0,280,157,0,357,98,526,246,209,0,280,175,0,34,2,0,6,69,80
tmc__langchaingo,trivy,293,79,590,246,126,0,280,92,0,292,84,591,246,130,0,280,96,0,34,2,0,6,4,80
tmc__langchaingo,cdxgen,249,2,634,246,5,0,246,5,34,248,7,635,246,9,0,246,9,34,0,0,0,0,2,3
tmc__langchaingo,cyclonedx-gomod,244,0,639,239,5,7,239,5,41,244,0,639,239,5,7,239,5,41,0,2,0,3,0,0
xjasonlyu__tun2socks,syft,34,0,116,21,13,0,24,10,0,34,0,116,21,13,0,24,10,0,3,2,0,4,4,0
xjasonlyu__tun2socks,trivy,30,0,120,21,9,0,24,6,0,30,0,120,21,9,0,24,6,0,3,2,0,4,0,0
xjasonlyu__tun2socks,cdxgen,21,0,129,21,0,0,21,0,3,21,0,129,21,0,0,21,0,3,0,0,0,0,0,0
xjasonlyu__tun2socks,cyclonedx-gomod,24,0,126,21,3,0,21,3,3,24,0,126,21,3,0,21,3,3,0,2,0,1,0,0
ahmedakef__gotutor,syft,28,18,15,14,32,0,14,32,0,27,28,16,14,41,0,14,41,0,0,1,0,0,10,21
