repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_gosum_only,fp_sibling
centerorbit__depcharge,cdxgen,4,0,11,4,0,0,4,0,3,4,0,11,4,0,0,4,0,3,0,0,0,0,0,0
centerorbit__depcharge,cyclonedx-gomod,4,0,11,4,0,0,4,0,3,4,0,11,4,0,0,4,0,3,0,0,0,0,0,0
aptly-dev__aptly,syft,244,0,177,171,73,0,182,62,0,244,0,177,171,73,0,182,62,0,11,1,0,11,50,0
aptly-dev__aptly,trivy,194,0,227,171,23,0,182,12,0,194,0,227,171,23,0,182,12,0,11,1,0,11,0,0
aptly-dev__aptly,cdxgen,194,0,227,171,23,0,182,12,0,194,0,227,171,23,0,182,12,0,11,1,0,11,0,0
aptly-dev__aptly,cyclonedx-gomod,181,0,240,171,10,0,171,10,11,181,0,240,171,10,0,171,10,11,0,1,0,9,0,0
ajstarks__svgo,syft,3,0,11,3,0,0,3,0,0,3,0,11,3,0,0,3,0,0,0,0,0,0,0,0
ajstarks__svgo,trivy,14,0,0,3,11,0,3,11,0,14,0,0,3,11,0,3,11,0,0,0,0,0,11,0
ajstarks__svgo,cdxgen,3,0,11,3,0,0,3,0,0,3,0,11,3,0,0,3,0,0,0,0,0,0,0,0
ajstarks__svgo,cyclonedx-gomod,3,0,11,3,0,0,3,0,0,3,0,11,3,0,0,3,0,0,0,0,0,0,0,0
viant__afs,syft,20,0,59,5,15,0,11,9,0,20,0,59,5,15,0,11,9,0,6,0,0,4,5,0
viant__afs,trivy,15,0,64,5,10,0,11,4,0,15,0,64,5,10,0,11,4,0,6,0,0,4,0,0
viant__afs,cdxgen,5,0,74,5,0,0,5,0,6,5,0,74,5,0,0,5,0,6,0,0,0,0,0,0
viant__afs,cyclonedx-gomod,6,0,73,5,1,0,5,1,6,6,0,73,5,1,0,5,1,6,0,0,0,1,0,0
kool-dev__kool,syft,57,0,34,35,22,0,37,20,0,57,0,34,35,22,0,37,20,0,2,2,0,6,12,0
kool-dev__kool,trivy,45,0,46,35,10,0,37,8,0,45,0,46,35,10,0,37,8,0,2,2,0,6,0,0
kool-dev__kool,cdxgen,35,0,56,35,0,0,35,0,2,35,0,56,35,0,0,35,0,2,0,0,0,0,0,0
kool-dev__kool,cyclonedx-gomod,37,0,54,35,2,0,35,2,2,37,0,54,35,2,0,35,2,2,0,2,0,0,0,0
firasdarwish__ore,syft,5,4,1,4,5,0,4,5,0,5,4,1,4,5,0,4,5,0,0,0,0,0,1,4
firasdarwish__ore,trivy,4,3,2,4,3,0,4,3,0,4,3,2,4,3,0,4,3,0,0,0,0,0,0,3
firasdarwish__ore,cdxgen,4,2,2,4,2,0,4,2,0,4,2,2,4,2,0,4,2,0,0,0,0,0,0,2
firasdarwish__ore,cyclonedx-gomod,4,0,2,4,0,0,4,0,0,4,0,2,4,0,0,4,0,0,0,0,0,0,0,0
no-src__gofs,syft,120,0,62,83,37,0,84,36,0,120,0,62,83,37,0,84,36,0,1,0,0,8,28,0
no-src__gofs,trivy,92,0,90,83,9,0,84,8,0,92,0,90,83,9,0,84,8,0,1,0,0,8,0,0
no-src__gofs,cdxgen,83,0,99,83,0,0,83,0,1,83,0,99,83,0,0,83,0,1,0,0,0,0,0,0
no-src__gofs,cyclonedx-gomod,91,0,91,83,8,0,83,8,1,91,0,91,83,8,0,83,8,1,0,0,0,8,0,0
labstack__gommon,syft,10,0,1,5,5,0,9,1,0,10,0,1,5,5,0,9,1,0,4,0,0,0,1,0
labstack__gommon,trivy,9,0,2,5,4,0,9,0,0,9,0,2,5,4,0,9,0,0,4,0,0,0,0,0
labstack__gommon,cdxgen,5,0,6,5,0,0,5,0,4,5,0,6,5,0,0,5,0,4,0,0,0,0,0,0
labstack__gommon,cyclonedx-gomod,5,0,6,5,0,0,5,0,4,5,0,6,5,0,0,5,0,4,0,0,0,0,0,0
nakagami__firebirdsql,syft,9,0,4,4,5,0,8,1,0,9,0,4,4,5,0,8,1,0,4,0,0,0,1,0
nakagami__firebirdsql,trivy,8,0,5,4,4,0,8,0,0,8,0,5,4,4,0,8,0,0,4,0,0,0,0,0
nakagami__firebirdsql,cdxgen,4,0,9,4,0,0,4,0,4,4,0,9,4,0,0,4,0,4,0,0,0,0,0,0
nakagami__firebirdsql,cyclonedx-gomod,4,0,9,4,0,0,4,0,4,4,0,9,4,0,0,4,0,4,0,0,0,0,0,0
ghostiam__binstruct,syft,3,0,1,1,2,0,3,0,0,3,0,1,1,2,0,3,0,0,2,0,0,0,0,0
ghostiam__binstruct,trivy,3,0,1,1,2,0,3,0,0,3,0,1,1,2,0,3,0,0,2,0,0,0,0,0
ghostiam__binstruct,cdxgen,1,0,3,1,0,0,1,0,2,1,0,3,1,0,0,1,0,2,0,0,0,0,0,0
ghostiam__binstruct,cyclonedx-gomod,1,0,3,1,0,0,1,0,2,1,0,3,1,0,0,1,0,2,0,0,0,0,0,0
vorlif__spreak,syft,6,3,4,1,8,0,5,4,0,6,4,4,1,9,0,5,5,0,4,0,0,0,1,3
vorlif__spreak,trivy,5,3,5,1,7,0,5,3,0,5,4,5,1,8,0,5,4,0,4,0,0,0,0,3
vorlif__spreak,cdxgen,1,1,9,1,1,0,1,1,4,1,2,9,1,2,0,1,2,4,0,0,0,0,0,1
vorlif__spreak,cyclonedx-gomod,1,0,9,1,0,0,1,0,4,1,0,9,1,0,0,1,0,4,0,0,0,0,0,0
pupizoid__ormlite,syft,7,0,0,4,3,0,7,0,0,7,0,0,4,3,0,7,0,0,3,0,0,0,0,0
pupizoid__ormlite,trivy,7,0,0,4,3,0,7,0,0,7,0,0,4,3,0,7,0,0,3,0,0,0,0,0
pupizoid__ormlite,cdxgen,4,0,3,4,0,0,4,0,3,4,0,3,4,0,0,4,0,3,0,0,0,0,0,0
pupizoid__ormlite,cyclonedx-gomod,4,0,3,4,0,0,4,0,3,4,0,3,4,0,0,4,0,3,0,0,0,0,0,0
ethereum__go-ethereum,syft,189,1,120,148,42,0,156,34,0,189,1,120,148,42,0,156,34,0,8,3,2,2,26,1
ethereum__go-ethereum,trivy,163,1,146,148,16,0,156,8,0,163,1,146,148,16,0,156,8,0,8,3,2,2,0,1
ethereum__go-ethereum,cdxgen,148,0,161,148,0,0,148,0,8,148,0,161,148,0,0,148,0,8,0,0,0,0,0,0
ethereum__go-ethereum,cyclonedx-gomod,159,0,150,148,11,0,152,7,4,159,0,150,148,11,0,152,7,4,4,3,2,2,0,0
NodePassProject__nodepass,syft,16,0,9,10,6,0,10,6,0,16,0,9,10,6,0,10,6,0,0,0,0,0,6,0
NodePassProject__nodepass,trivy,10,0,15,10,0,0,10,0,0,10,0,15,10,0,0,10,0,0,0,0,0,0,0,0
NodePassProject__nodepass,cdxgen,10,0,15,10,0,0,10,0,0,10,0,15,10,0,0,10,0,0,0,0,0,0,0,0
NodePassProject__nodepass,cyclonedx-gomod,10,0,15,10,0,0,10,0,0,10,0,15,10,0,0,10,0,0,0,0,0,0,0,0
mk-5__fjira,syft,24,0,13,16,8,0,19,5,0,24,0,13,16,8,0,19,5,0,3,1,0,3,1,0
mk-5__fjira,trivy,23,0,14,16,7,0,19,4,0,23,0,14,16,7,0,19,4,0,3,1,0,3,0,0
mk-5__fjira,cdxgen,16,0,21,16,0,0,16,0,3,16,0,21,16,0,0,16,0,3,0,0,0,0,0,0
mk-5__fjira,cyclonedx-gomod,17,0,20,16,1,0,16,1,3,17,0,20,16,1,0,16,1,3,0,1,0,0,0,0
kyleconroy__sqlc,syft,63,33,26,37,59,0,40,56,0,61,42,28,37,66,0,40,63,0,3,3,0,2,16,35
kyleconroy__sqlc,trivy,48,18,41,37,29,0,40,26,0,45,25,44,37,33,0,40,30,0,3,3,0,2,1,20
kyleconroy__sqlc,cdxgen,40,17,49,37,20,0,37,20,3,37,24,52,37,24,0,37,24,3,0,0,0,0,1,19
kyleconroy__sqlc,cyclonedx-gomod,40,0,49,37,3,0,37,3,3,40,0,49,37,3,0,37,3,3,0,3,0,0,0,0
AfterShip__email-verifier,syft,14,0,8,4,10,0,10,4,0,14,0,8,4,10,0,10,4,0,6,0,0,2,2,0
AfterShip__email-verifier,trivy,12,0,10,4,8,0,10,2,0,12,0,10,4,8,0,10,2,0,6,0,0,2,0,0
AfterShip__email-verifier,cdxgen,4,0,18,4,0,0,4,0,6,4,0,18,4,0,0,4,0,6,0,0,0,0,0,0
AfterShip__email-verifier,cyclonedx-gomod,4,0,18,4,0,0,4,0,6,4,0,18,4,0,0,4,0,6,0,0,0,0,0,0
xwjdsh__manssh,syft,10,0,0,5,5,0,8,2,0,10,0,0,5,5,0,8,2,0,3,0,0,1,1,0
xwjdsh__manssh,trivy,9,0,1,5,4,0,8,1,0,9,0,1,5,4,0,8,1,0,3,0,0,1,0,0
xwjdsh__manssh,cdxgen,5,0,5,5,0,0,5,0,3,5,0,5,5,0,0,5,0,3,0,0,0,0,0,0
xwjdsh__manssh,cyclonedx-gomod,6,0,4,5,1,0,5,1,3,6,0,4,5,1,0,5,1,3,0,0,0,1,0,0
shaj13__go-guardian,syft,31,0,63,19,12,0,25,6,0,31,0,63,19,12,0,25,6,0,6,0,0,0,6,0
shaj13__go-guardian,trivy,94,0,0,19,75,0,25,69,0,94,0,0,19,75,0,25,69,0,6,0,0,0,69,0
shaj13__go-guardian,cdxgen,19,0,75,19,0,0,19,0,6,19,0,75,19,0,0,19,0,6,0,0,0,0,0,0
shaj13__go-guardian,cyclonedx-gomod,19,0,75,19,0,0,19,0,6,19,0,75,19,0,0,19,0,6,0,0,0,0,0,0
gin-gonic__gin,syft,41,0,16,18,23,0,25,16,0,41,0,16,18,23,0,25,16,0,7,0,2,8,6,0
gin-gonic__gin,trivy,35,0,22,18,17,0,25,10,0,35,0,22,18,17,0,25,10,0,7,0,2,8,0,0
gin-gonic__gin,cdxgen,18,0,39,18,0,0,18,0,7,18,0,39,18,0,0,18,0,7,0,0,0,0,0,0
gin-gonic__gin,cyclonedx-gomod,28,0,29,18,10,0,20,8,5,28,0,29,18,10,0,20,8,5,2,0,2,6,0,0
MatProGo-dev__MatProInterface.go,syft,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,trivy,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,cdxgen,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,cyclonedx-gomod,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0,0
alexflint__go-arg,syft,6,0,1,1,5,0,5,1,0,6,0,1,1,5,0,5,1,0,4,0,0,0,1,0
alexflint__go-arg,trivy,5,0,2,1,4,0,5,0,0,5,0,2,1,4,0,5,0,0,4,0,0,0,0,0
alexflint__go-arg,cdxgen,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
alexflint__go-arg,cyclonedx-gomod,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
mattn__go-adodb,syft,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
mattn__go-adodb,trivy,5,0,0,2,3,0,2,3,0,5,0,0,2,3,0,2,3,0,0,0,0,0,3,0
mattn__go-adodb,cdxgen,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
mattn__go-adodb,cyclonedx-gomod,2,0,3,2,0,0,2,0,0,2,0,3,2,0,0,2,0,0,0,0,0,0,0,0
clevabit__libgoffi,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
clevabit__libgoffi,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
clevabit__libgoffi,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
clevabit__libgoffi,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
spiral__roadrunner,syft,235,0,302,201,34,0,201,34,0,235,0,302,201,34,0,201,34,0,0,3,0,3,27,1
spiral__roadrunner,trivy,208,0,329,201,7,0,201,7,0,208,0,329,201,7,0,201,7,0,0,3,0,3,0,1
spiral__roadrunner,cdxgen,201,0,336,201,0,0,201,0,0,201,0,336,201,0,0,201,0,0,0,0,0,0,0,0
spiral__roadrunner,cyclonedx-gomod,204,0,333,198,6,3,198,6,3,204,0,333,198,6,3,198,6,3,0,3,0,2,0,1
go-oas__docs,syft,4,0,1,1,3,0,1,3,0,4,0,1,1,3,0,1,3,0,0,0,0,2,1,0
go-oas__docs,trivy,3,0,2,1,2,0,1,2,0,3,0,2,1,2,0,1,2,0,0,0,0,2,0,0
go-oas__docs,cdxgen,1,0,4,1,0,0,1,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0
go-oas__docs,cyclonedx-gomod,1,0,4,1,0,0,1,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0
